name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,country,linkedin
Compliment.,https://www.eu-startups.com/directory/compliment/,Belgium,"Compliment is a a fast-growing healthcare technology company. The company is dedicated to simplifying consumer health, starting with a fully personalized vitamin pack. Get your free health check-up in 5 minutes and receive a box containing 30 daily sachets of vitamins every month for your monthly cure.",,Brussels,"Consumer Goods, Health Care, Nutrition, Wellness",Between €500K-€ 1 million,2019,https://www.compliment.me/,,BE,
Lytix,https://www.eu-startups.com/directory/lytix/,Belgium,"Lytix provides business intelligence and analytics services. This firm specializes in Microsoft Analytics, Datawarehousing & BI, Self-Service Analytics, Big Data & IoT, and Advanced Analytics. Founded in 2019, Lytix delivers world class BI solutions for organisations of all sizes. It all comes down to data, all the data, and nothing but the data. We deliver solutions that help our customers to get more and better insights from their data so they can make more informed decisions that lead to improved business outcomes. This often entails setting up data warehouses, integrating existing and new applications to remove silos within the organisation, implementing self-service BI, and more. The result is quality data that organisations can tap into to generate new insights. And that’s important, as data is the new gold!",,Boortmeerbeek,"Analytics, Big Data, Business Intelligence, Information Services, Information Technology",No funding announced yet,2019,https://lytix.be/,,BE,
Maiky,https://www.eu-startups.com/directory/maiky/,Belgium,Why have a GRC program where all steps are manual? Look at how we can automate your GRC program so you can focus on solving issues instead of verifying what is in place. We are changing how compliance is being practised. Find out for yourself how we can help you change your compliance practise and make it more efficient and effective. Are goal is to eliminate 80% of the manual entry work that teams do worldwide on a daily basis. We are leveraging automation and AI to get the data needed to feed Maiky and make sure you are able to use this data in an effective way.,,Heist-op-den-berg,"Artificial Intelligence, Compliance, Cyber Security, Machine Learning, Risk Management, SaaS",No funding announced yet,2019,https://www.maiky.io,,BE,
Jane,https://www.eu-startups.com/directory/jane/,Belgium,"Jane is a care solution that combines alarm buttons, care rules, and pattern recognition. They reduce the workload of care providers and increase the safety of care recipients both inside and outside the walls of care institutions. They provide smart living technology for both at-home care and in healthcare facilities. They support elderly people who are still living at home, with their families and friends as a care circle. They provide it in both Android and iOS applications.",,Brussel,"Health Care, Home Health Care, Medical Device, Personal Health",No funding announced yet,2019,https://www.jane.be,,BE,
Howdy Partners,https://www.eu-startups.com/directory/howdy-partners/,Belgium,"Howdy is On-demand, Peer-To-Peer moving and delivery service available in Brussels. Howdy is a mobile app that brings together people who need stuff moved with truck owners who will do the moving for them. Whether it's moving to a new apartment, picking up a new purchase, dropping something off at a local charity, or taking something to the dump, Howdy connects you with a background-checked Howdy who will do the moving and lifting for you. What Uber has done to the taxis business, Howdy will do to the local moving and delivery business. It's fast, incredibly easy-to-use and affordable.",,Brussels,"Information Technology, Software, Transportation",No funding announced yet,2019,https://www.howdy-apps.com/,,BE,
moonbird,https://www.eu-startups.com/directory/moonbird/,Belgium,"It may sound easy, but distractions often triumph over our focus. It helps to have something to hold onto— literally. Our scientific research led us to something so simple we tend to overlook it: your breath. Not only does it keep you alive, you can also use it to reset yourself. Our mission is easy: to make as many people as possible discover how much power they hold. Just by breathing.",,Sint-joost-ten-node,"Health Care, Wellness",Between €1 million-€ 2.5 million,2019,http://www.moonbird.life,,BE,
HeronTrack,https://www.eu-startups.com/directory/herontrack/,Belgium,"HeronTrack gives us a new way of managing their equipment and tools. Very userfriendly, my personnel is using the tools in a more efficient way. Consequently, they don't need to hidden tools for a next day. Also there is an increase of security via the logbook for scheduling inspections. HeronTrack (Heron means ""tool""​ in ancient Greek) is a solution for the management of small equipment and equipment used by construction workers or technical services. We have developed a tag (smart sensor) to be installed on or in the tool, such as a ladder, a compressor, a grinding wheel, etc. The tag communicates via Bluetooth (BLE) with a smartphone or gateway (a station that detects the presence of tools).",,Charleroi,"Industrial,IT Services, IT Consulting",Between €1-€100K,2019,https://herontrack.com/en/,,BE,
Myconsultation,https://www.eu-startups.com/directory/myconsultation/,Belgium,"At a time when the number of patients per doctor is constantly growing. At a time when the delay in obtaining a consultation is becoming unacceptable. We all also have the impression that our doctor answers the phone 4 times during our consultation while making us understand that these are non-urgent requests.. Faced with the multiplication of these observations, Myconsultation.be, a Belgian startup, was created to contribute to the indispensable need for evolution of an entire sector by developing innovative services so that healthcare remains qualitative and accessible in all circumstances. In order to make Myconsultation as efficient as it is intuitive, our services are optimized on a daily basis by keeping two aspects always at the center of our development process: saving time for healthcare professionals and user accessibility.",,Embourg,https://www.myconsultation.be,No funding announced yet,2019,https://www.myconsultation.be,,BE,
HeartKinetics,https://www.eu-startups.com/directory/heartkinetics/,Belgium,"HeartKinetics is a developer of a smart wireless connected device to provide a measure of cardiac contractility together with the traditional electrocardiogram. HeartKinetics is a Digital Health startup with the vision to offer cardiac health assessment anywhere anytime. 

We are developing the OKCARDIO smartphone application for teleconsultation and the KINO wearable cardiac monitoring device for chronic cardiac patients. Our KINO technology is born from research on
cardiac function of astronauts in space and offers unique measures of cardiac function essential to provide a diagnostic based on Artificial Intelligence. 

We are based in Belgium and are supported by the ESA Space Solutions Belgium & WSL-incubator; a large part of our activity is performed in our academic hospital's partners in Belgium and neighboring countries.",,Charleroi,"Fitness, Health Care, Wellness",No funding announced yet,2019,https://heartkinetics.com/,,BE,
MyCellHub,https://www.eu-startups.com/directory/mycellhub/,Belgium,"MyCellHub.com is a pre-startup from the KULeuven in the biotherapeutics industry that aspires to reform the way cell production processes are organised. With a regulatory compliant Saas-platform for data management and analytics, we increase the efficiency of your manufacturing processes, provide actionable insights via cell culture specific process analytics and facilitate regulatory compliance by means of a real-time audit trail and automated batch records.",,Leuven,"Analytics, Manufacturing",No funding announced yet,2019,https://mycellhub.com,,BE,
Naki Power,https://www.eu-startups.com/directory/naki-power/,Belgium,"Naki Power is a pioneer Belgian company born at the end of 2019 from two observations: we cannot afford to run out of battery since mobile phones became indispensable in our daily lives, and equipping all of us with our own powerbank only displaces the problem (keep it charged, carry cables). Our mission is to create a world where people are freed from phone battery constraints, can easily charge their electronic devices on-the-go and no longer worry about being cut off from their phones and essential apps. We aim to be the most accessible mobile charging network in Europe. We trust in freedom, simplicity and reliability. We are building a world where charging becomes accessible to everyone, anywhere, anytime.",,Brussels,"Apps, Electronics, Food and Beverage, Mobile",Between €2.5 million-5 million,2019,https://nakipower.com/en/,,BE,
Neybor,https://www.eu-startups.com/directory/neybor/,Belgium,"Neybor is a coliving start-up led by architects & designers, currently operating across Brussels. By re-imagining and transforming spaces in existing structures, Neybor's mission is to elevate the standard of living in cities. We believe that by sharing the right spaces we can obtain a much higher level of comfort for all.",,Brussels,"Communities, Property Development, Real Estate",No funding announced yet,2019,https://www.neybor.co/,,BE,
GAMMA AR,https://www.eu-startups.com/directory/gamma-ar/,Belgium,"GAMMA AR provides an augmented reality based construction management software that assists construction site managers and craftsman by intuitively overlaying 3D BIM Models accurately on the site, resulting in reduced errors, as well as speedy and unambiguous communication and progress monitoring, ultimately saving time and money. The application uses the data contained in Building Information Models (BIM) to overlay the worksite using augmented reality using mobile devices. This allows different stakeholders involved in the building process such as construction site managers and craftsmen to surveil and closely monitor the construction site as the construction progresses. Errors on the site (e.g. missing openings in walls for the piping) as well as errors in the 3D BIM model can easily be detected and prevented from happening at early stages of the building process. For this, GAMMA AR provides users the functionality to mark errors and make text/photo/voice annotations. These annotations are visible to all involved stakeholders in the app as well as in a central web service. This way the usual manual communication between different stakeholders that occurs at different stages of the construction process is automated and much more efficient.",,Luxembourg,"Apps, Construction, Industrial Automation, Information Technology",Between €500K-€ 1 million,2019,https://gamma-ar.com/,,BE,
NuNet,https://www.eu-startups.com/directory/nunet/,Belgium,"NuNet is a computing framework that provides globally distributed computing power and storage for decentralized networks, by connecting the owners of data and computing resources with computational processes in demand of these resources. The NuNet protocol enables a global economy of decentralized computing. NuNet lets anyone create, share and monetize computing resources at scale. As NuNet launches for the public, it will contribute to a decentralized, global economy for the benefit of all.",,Elsene,"Computer, Network Security",No funding announced yet,2019,https://nunet.io/,,BE,
OHMX.bio,https://www.eu-startups.com/directory/ohmx-bio/,Belgium,"OHMX.Bio provides a complete R&D platform to help customers resolve their biological questions through cutting-edge technologies in different -omics fields: (epi)genomics, transcriptomics, translatomics and proteomics. Current flagships in portfolio are ribosome profiling and third generation sequencing. With its in-house developed high performant ribosome profiling service, OHMX.bio provides a genome-wide assessment of mRNA targeted by translating ribosomes. This highly sensitive sequencing-based technology unravels the translatome, a snapshot of RNA that is being translated. Quantification of gene-specific translation, discovery of non-canonical translation events, investigation of ribosome elongation speed and pausing, figuring out translation regulation by microRNAs and RNA-binding proteins and/or determination of mechanisms related to translation initiation and termination, are made possible.",,Gent,"Biotechnology, bioinformatics, DNA sequencing",No funding announced yet,2019,https://ohmx.bio/,,BE,
FLATsite,https://www.eu-startups.com/directory/flatsite/,Belgium,"FLATsite is the ultimate WordPress Management tool for developers, agencies, PBN managers, SEO experts and freelancers. Use FLATsite to create fast and secure WordPress sites on its remote servers with full integration of WordPress Headless Technology and a Built in Static generator. Improve your workflow, manage hundreds of sites from a single dashboard and save money on hosting. Create or convert to a WordPress static site easy on FLATsite. Go static for unhackable, fast and scalable sites.",,Luxembourg,"Information Services, Information Technology, Internet",No funding announced yet,2019,https://flatsite.com/,,BE,
ExoVibe,https://www.eu-startups.com/directory/exovibe/,Belgium,"We build and commercialize technologies to capture, analyze and enhance the physical health of a company's workforce. VibeNet is a digital ergonomics cloud platform that offers user management with access authority, injury prevention, a task improvement process, ergonomic risk assessments, project-based return on improvements and solutions that can be scaled over teams, departments, and worksites. VibeNet is compatible with our motion capture suit VibeSense to automate the motion data acquisition and the ergonomic risk assessments.",,Hasselt,"Analytics, Big Data, Electronics, Human Computer Interaction",No funding announced yet,2019,https://exovibe.com,,BE,
Enky,https://www.eu-startups.com/directory/enky/,Belgium,"We believe that the way we furnish our homes and offices can and should be done differently! Great quality furniture should be accessible to everyone. Great furniture should be healthy for us and for the beautiful planet we all share! Great furniture should adapt to your lifestyle, not the other way around! Enky is an innovative furniture subscription service offering its users a more flexible and sustainable way to get furnished.
We believe that the way we furnish our spaces can and should be done differently! Crafting furnishing solutions for flexible needs, with a sustainable approach.",,Brussels,"E-Commerce, Furniture, Subscription Service",No funding announced yet,2019,https://enky.com/,,BE,
Procurement Freelancers,https://www.eu-startups.com/directory/procurement-freelancers/,Belgium,"ProcurementFreelancers.com is a Global freelancers marketplace supporting procurement organisations find, hire, work with, and pay freelance procurement experts. Whether it's a corporate or a public entity ProcurementFreelancers.com facilitates the matching of procurement organisations project requirements with best in class purchasing experts in Sourcing/Category Management, Supplier Development, Quality Control and auditing, or advisory services",,Uccle,"Blockchain, Blogging Platforms, Electronics, Freelance, Group Buying, Logistics, Procurement, Quality Assurance, Supply Chain Management",No funding announced yet,2019,https://procurementfreelancers.com/,,BE,
PSG Group,https://www.eu-startups.com/directory/psg-group/,Belgium,"PSG Group specializes in concept definition, marketing strategy, content creation, marketing analysis, and project evaluation. The company believes in its own photographers, videographers, copywriters, graphic designers, web designers, and programmers, they reinforce each other by working together in one place. It was founded in 2019 and is located in Vlaanderen, Belgium, Europe.",,Ophasselt,"Advertising, Marketing",No funding announced yet,2019,https://www.psg.be,,BE,
Rentaga S.R.L.,https://www.eu-startups.com/directory/rentaga-s-r-l/,Belgium,"We make renting machines easy, fast, and cost-efficient. Planning and managing the machines for your construction site is now painless. With Rentaga you have a one-stop shop to find the machines you need, rent them in one go, and get on to all the other things you have to do in your busy day.",,Brussels,"E-Commerce Platforms, Information Technology, Internet",No funding announced yet,2019,https://rentaga.com/,,BE,
Relu,https://www.eu-startups.com/directory/relu/,Belgium,"Relu is a young and driven company that works closely with dental and maxillofacial experts to develop advanced imaging software. It developed a web application that automatically segments 3D medical images using artificial intelligence called the ""Virtual Patient Creator.""",,Leuven,"3D Technology, Dental, Medical, Software",No funding announced yet,2019,https://relu.eu,,BE,
roboton.io,https://www.eu-startups.com/directory/roboton-io/,Belgium,"Roboton.io is a virtual robot-competition platform. Roboton.io designs, programs, and simulates robots to fulfill critical missions. It was founded in 2019 and based in Brussels, belgium. Roboton.io is a serious gaming platform that aggregates virtual robot competitions, which challenge you to build engineering and programming skills in a fun and user-friendly environment without the need for expensive hardware. It is is a virtual robot-competition platform. Design, program and simulate robots to fulfill critical missions. All from the comfort of your browser.",,Sint-gillis,"E-Learning Providers, Technology, Program",No funding announced yet,2019,https://roboton.io,,BE,
Digazu,https://www.eu-startups.com/directory/digazu/,Belgium,"Get straight to value with your data science and analytics projects with Digazu, the real-time data engineering platform. Digazu packages the market best practices in the simplest way for users: Simplicity - A turn-key solution with a low-code approach that provides results very fast without compromising on any technical aspects. Best practices in a box - A packaged implementation of the best data architectures to cover all your present and future needs. Industrialisation - A platform designed to work at scale and to integrate into your enterprise landscape.",,Mont-saint-guibert,"Analytics, Big Data, Information Technology",No funding announced yet,2019,https://digazu.com/,,BE,
DeltaQ,https://www.eu-startups.com/directory/deltaq/,Belgium,"DeltaQ is a SaaS solution that uses machine learning technology to continuously steer HVAC systems of buildings by using all available building and weather forecast data. The company is a spin-off of 3E, a Brussels based sustainable energy technology company. DeltaQ's open architecture can easily integrate with existing Building Management Systems and Proptech platform technologies. DeltaQ improves comfort while maximizing energy and CO2 savings and allows operational teams to turn their attention to added value work instead of repetitive tasks and constant finetuning.",,Brussels,"Artificial Intelligence, Machine Learning, Real Estate, SaaS",Between €1 million-€ 2.5 million,2019,https://deltaq.io/,,BE,
Datavillage,https://www.eu-startups.com/directory/datavillage/,Belgium,"Datavillage is the personal data control and privacy hub, a user centric personal data management solution letting individuals to connect, individually or together, their living personal data with private or public organizations through the creation of their own personal Digital Twins in a trusted, private and controlled way in a reliable end-to-end personal data flow. Unlock sensitive data and get better customer insights. Get access to valuable sensitive data from partners and customers to generate quality outcomes through a compliant and safe data collaboration platform.",,Brussels,"Internet Publishing, Financial Services, Media, Retail",Between €500K-€ 1 million,2019,http://www.datavillage.me,,BE,
Sensor.Link,https://www.eu-startups.com/directory/sensor-link/,Belgium,"We are sensor.link, and we believe that automation has trust issues.  We have created a cryptographic protocol  to authenticate input data and inferential outcomes of any deployed AI system, thereby creating a network of trusted agents whose incentives are aligned. sensor.link is born of the idea to create an unbiased, un-falsifiable and independent security registry for sensor data and associated services that can be interrogated and cited as reference in case of disputes between legal entities that use software and machine learning based systems to make critical decisions. Machine learning, in the broadest sense, works by taking a vast training data set as input and producing an algorithm that allows us to make inferences about data points that bear some resemblance to the training data. However when such an algorithm is presented with data that it cannot correctly classify such systems necessarily fail because it is impossible to infer the correct result from the data that is presented to the system: this is the limitation of inductive reasoning.",,Brussels,"Artificial Intelligence, Autonomous Vehicles, Computer, Software",No funding announced yet,2019,https://www.sensor.link,,BE,
Cybervalue,https://www.eu-startups.com/directory/cybervalue/,Belgium,"Cybervalue develops and delivers innovative security solutions to customers worldwide, and led global IT security teams focused on designing and delivering security solutions and services. “He who defends everything, defends nothing” - No IT Security team can monitor every application, network, system and information asset that a company has, no incident response team can follow up on every alert and security event, and no manager has the budget for every new security technology that is announced. We focus on those risks that are critical for your organisation by applying the following methodology.",,Leuven,"Consulting, Information Technology, Network Security",No funding announced yet,2019,https://www.cybervalue.net/,,BE,
SOCRAI,https://www.eu-startups.com/directory/socrai/,Belgium,"All it takes to make your cyber defences crash down, is for one team member to click the wrong link or open a compromised file. It's not that these employees are ignorant. Far from it. They're perfectly good at their job, but the trouble is that they're simply not aware of the threats and the risks of cyber crime. SOCRAI was created to help your staff about this important topic. SOCRAI's team of experts is made up of consultants with a wide field of expertise in information systems security.",,Zellik,"Cyber Security, E-Learning, SaaS",No funding announced yet,2019,https://socrai.com,,BE,
Cloubis,https://www.eu-startups.com/directory/cloubis/,Belgium,"Cloubis was two experienced BI professionals who combine business knowledge with technical expertise, a passion for data, and a healthy dose of common sense. Today the cloubis team is composed of several experts in end-to-end data solutions. cloubis mission is to facilitate informed decision-making through its expertise in business intelligence and using cloud solutions. They help businesses deepen the understanding of their data through analytics. They believe in a pragmatic stepwise approach to help you get out of your data. They are a strong multidisciplinary BI team that offers end-to-end data solutions. They offer a combination of business know-how and technical capabilities that allows them to understand what would be useful.",,Kontich,"Business Intelligence, Cloud Management, Data Visualization, Information Services",No funding announced yet,2019,https://www.cloubis.be,,BE,
StriveCloud,https://www.eu-startups.com/directory/strivecloud/,Belgium,"StriveCloud is the go-to gamification solution that combines technology and gamification expertise to help companies enrich their customer experience - meaning better engagement and better retention. Companies like ProLeague, Swiss Pro League, KRC Genk, KAA Gent, Eredivisie, eStudios, KPN, AB InBev, Proximus, Dreamhack Rotterdam, or Ahoy use StriveCloud to motivate customer loyalty, access a new generation of customers and increase their digital revenue.",,Gent,"Gamification, SaaS, Software",No funding announced yet,2019,https://strivecloud.io,,BE,
Tappable,https://www.eu-startups.com/directory/tappable/,Belgium,"Stories are the first true format born on mobile. Loved by more than 1,5 billion DAU as of today. But strictly confined to social media by design, and not available on the web. This is what Tappable is changing. We make Stories findable, shareable and linkable on the largest distribution platform that exists: the open web. Tappable is a SaaS product for publishers and marketers to create, publish and distribute their content as Stories powered by AMP. No coding required. With a priority ranking on Google and instantly delivered to every size of smartphone around the world, Tappable lets you focus on your core activity: creating engaging content for your audience.",,Brussels,"Advertising, Information Technology, SaaS, Software",No funding announced yet,2019,https://tappable.co,,BE,
Tapio,https://www.eu-startups.com/directory/tapio/,Belgium,"Combining technology with purpose, our Carbon Strategy Platform allows businesses to calculate, analyse and reduce easily their environmental impact. By providing the toolbox they need, Tapio support companies in taking control of their carbon footprint, offering the opportunity to make a difference, transition to a low-carbon economy and contribute to a global decarbonized future. Understand your carbon footprint | Act where it is necessary | Engage your stakeholders along the journey.",,Brussels,"Environmental Consulting, Information Technology, Software",Between €500K-€ 1 million,2019,http://www.tapioview.com/,,BE,
Cardify,https://www.eu-startups.com/directory/cardify/,Belgium,"Cardify redefines the way the fastest growing companies enable their sales team to deliver a more effective and personalized buyer/seller experience. The company was founded in 2019 and headquartered in Oost-Vlaanderen, Belgium. Cardify tappable cards come with integrated NFC technology and a QR-code on the back to transmit all your information effortlessly. No app needed. Cardify is the fastest business card ever made. Developed by and for business professionals looking to step up their game.",,Gent,"Apps, Enterprise Software, Marketing, Meeting Software",Between €500K-€ 1 million,2019,http://getcardify.com,,BE,
Calypsus,https://www.eu-startups.com/directory/calypsus/,Belgium,"Calypsus is an internet service company. It is to build the best and most affordable google data studio connectors in the world. It is specialized in saas, analytics, reporting, business intelligence, web analytics, and google data studio. They are decided to build best-in-class Google Data Studio connectors and offer them as individual products. Including 3rd party data in your dashboards shouldn't be difficult or expensive. Our mission is to build the best and most affordable Google Data Studio connectors in the world. Calypsus is a SaaS platform that helps marketers to build meaningful cross-channel digital marketing reporting, in the easiest way possible.",,Ghent,"Analytics, Business Intelligence, Internet, SaaS",No funding announced yet,2019,https://calypsus.io,,BE,
TheSignallingCompany,https://www.eu-startups.com/directory/thesignallingcompany/,Belgium,"We will ease the transition to safe, future proof and affordable onboard systems for railway operators
We are building a better ETCS onboard solution, to make the signalling system of the future cost-effective, flexible and future-proof. The Signalling Company is the result of a joint-venture between two Belgian companies: ERTMS Solutions, an industry leader in railway testing, maintenance and systems integration, and Lineas, the largest private rail freight operator in Europe.",,Brussels,Software,No funding announced yet,2019,https://www.thesignallingcompany.com/,,BE,
BubblyDoo,https://www.eu-startups.com/directory/bubblydoo/,Belgium,"BubblyDoo enables anyone to develop personalised children's books, board games & card games. Building the most powerful product personalisation development tool and an engaging marketplace for consumers. We are BubblyDoo and we believe that every child should be able to fantasise about the things they love most. We print unbelievably fantastical stories, uniquely tailored for every child, about princesses, knights or ninja’s or anything else.

We put children in the leading role in everything we do. When writing the stories, when drawing the illustrations, during the design of our website as well as with our CO2 neutral production and delivery… the youngest generation of adventurers and dreamers is our first priority.",,Antwerp,"Publishing, Media Production, Children's toys",Between €500K-€ 1 million,2019,https://bubblydoo.be,,BE,
Thynk.Cloud,https://www.eu-startups.com/directory/thynk-cloud/,Belgium,"Thynk.Cloud is a leading hospitality cloud solution servicing the corporate travel and MICE industry. Its customer-centric and data-driven modules integrate use cases built by hoteliers, for hoteliers. Thynk.Cloud is leveraged by sales and operation teams globally in order to grow better revenue streams through collaboration, focus, higher productivity, agility of tailored packages, and data-driven decision making. The solution delivers a seamless customer experience enhancing guest satisfaction and loyalty. Thynk is powered by Salesforce.",,Brussels,"CRM, Enterprise Resource Planning (ERP), Enterprise Software, Event Management, Hospitality, Information Technology, Software",No funding announced yet,2019,https://www.thynk.cloud,,BE,
BRAUZZ.,https://www.eu-startups.com/directory/brauzz/,Belgium,"BRAUZZ. was founded with a clear mission: eliminate plastic waste in household products. We aim to create awareness for the major struggles that our planet faces today. One of the biggest struggles is plastic pollution, or, a plastic where it shouldn't be. It's in our oceans, and on our beaches, and it's causing harm. We are consuming plastic at staggering rates, since it's durable and cheap to produce. As we know, plastic is strong, flexible and durable making it extremely useful, however, that also means it never really breaks down. A plastic bottle can last for 450 years in the marine environment, slowly fragmenting into smaller and smaller pieces which eventually end up microscopic but never truly go away. This means that every piece of plastic that has ever been produced is still with us, in some form. Current estimates show that at last 8 million pieces of plastic are entering the oceans every single day, with all the implications that entails. So, it's our belief that we need to take better care of our planet. Luckily, a lot of people acknowledge these dangers and many beautiful initiatives have launched in the past years to save our precious planet earth. We aim to be part of this revolution by offering a zero-waste alternative to cleaning products.",,Gent,"Manufacturing, Sustainable Cleaning, E-commerce",Between €1-€100K,2019,https://www.brauzz.com/,,BE,
bemotech,https://www.eu-startups.com/directory/bemotech/,Belgium,"bemotech offer construction site cabinets for rent for construction sites. They also need to be inspected. If BEMOTECH is allowed to monitor the entire building, we will offer the site cabinet free of charge. Electricity work & breakdown for new construction and renovation Domotics and automation Parlophony and videophony Residential ventilation Solar panels Charging stations. Electricity has no secrets for us. Thanks to years of experience as an electrician , I can respond smoothly and accurately to all possible electricity issues . So go into business with us. We respond quickly and are generous with advice . We are mainly active in Essen, Kalmthout, Wuustwezel, Kapellen, Brasschaat, Stabroek, Hoevenen, Brecht, Loenhout, Ekeren and Antwerp city .",,Essen,"Commercial, Construction, Electrical Distribution",No funding announced yet,2019,https://www.bemotech.be,,BE,
Trinity,https://www.eu-startups.com/directory/trinity/,Belgium,"The main objective of TRINITY is to create a network of multidisciplinary and synergistic local digital innovation hubs (DIHs) composed of research centers, companies, and university groups that cover a wide range of topics that can contribute to agile production: advanced robotics as the driving force and digital tools, data privacy and cyber security technologies to support the introduction of advanced robotic systems in the production processes. The result will be a one-stop shop for methods and tools to achieve highly intelligent, agile and reconfigurable production, which will ensure Europe’s welfare in the future.  The network will start its operation by developing demonstrators in the areas of robotics we identified as the most promising to advance agile production, e.g. collaborative robotics including sensory systems to ensure safety, effective user interfaces based on augmented reality and speech, reconfigurable robot workcells and peripheral equipment (fixtures, jigs, grippers, …), programming by demonstration, IoT, secure wireless networks, etc.",,Brussels,"Cyber Security, Industrial Automation, Robotics",No funding announced yet,2019,https://trinityrobotics.eu/,,BE,
Augustine Therapeutics,https://www.eu-startups.com/directory/augustine-therapeutics/,Belgium,"Augustine Therapeutics company is a two drug discovery programs to identify novel generations of selective HDAC6 inhibitors and GABABR1a activators for the treatment of neurological diseases such as Charcot Marie Tooth disease. These new compounds have the potential to protect from nerve degeneration and promote peripheral myelin and axon repair. Augustine Therapeutics focuses on the discovery and development of innovative medicines to benefit patients suffering from Charcot-Marie-Tooth disease (CMT) and other neurodegenerative disorders. The  company is rooted in the ground-breaking research at VIB and KU Leuven and supported by V-Bio Ventures, PMV, Advent France Biotechnology and Gemma Frisius Fund.",,Gent,"Biopharma, Biotechnology, Pharmaceutical",Between €2.5 million-5 million,2019,https://www.augustinetx.com/,,BE,
Augment,https://www.eu-startups.com/directory/augment/,Belgium,"Augment is a startup that offers an information platform for facility managers. The company was founded in 2019 and is based in Luxembourg, Belgium. A dynamic startup aiming to bring Facilities and Asset management to the digital era. Based in Luxembourg, Augment is a startup that aims to change the way facilities are managed. At Augment, our mission is to bring Facility & Asset Management into the digital era through innovation and collaboration, with the purpose of empowering facility & asset managers by providing them with efficient, user-friendly digital solutions.",,Luxembourg,"Information Services, Information Technology, Software",No funding announced yet,2019,https://augment.lu/,,BE,
ASKA,https://www.eu-startups.com/directory/aska/,Belgium,"ASKA manufacturers e-bike that travels 45 km/h, regardless of the weather or road conditions. At ÅSKA, we believe that e-mobility solutions will help create a more sustainable living environment in the years ahead of us. The real definition of sustainability is making the world a better place, without having to sacrifice adventure.

That’s why we created a European-crafted speed pedelec that helps commuters make the shift from less durable mobility solutions to a sustainable mobility solution by offering a solid, authentic, adventurous and fun user experience. ÅSKA is the real deal: the bike that turns every commute into an adventure.",,Bertem,"Cycling, Manufacturing, Transportation",Between €1 million-€ 2.5 million,2019,https://aska-bike.com/,,BE,
ArtiQ,https://www.eu-startups.com/directory/artiq/,Belgium,"ArtiQ is a young, dynamic and innovative spin-off company of the University of Leuven (Belgium). Company is founded in early 2019 by four committed founders with a long history in respiratory medicine, medical devices and artificial intelligence. Working on a junction of multidisciplinary fields, founders identified opportunity and value that novel technologies could bring to all parties in a respiratory setting: patients, doctors, healthcare system and industry. ArtiQ aims to become the trusted partner of medical practitioners for the diagnosis, treatment, and follow-up of respiratory problems. With the first developed artificial intelligence-based medical software, ArtiQ is already helping interpretation of pulmonary function tests and improving lung disease diagnostic environment.",,Leuven,"Artificial Intelligence, Biotechnology, Health Care, Information Technology",Between €500K-€ 1 million,2019,https://www.artiq.eu/,,BE,
Aqvita,https://www.eu-startups.com/directory/aqvita/,Belgium,"Aqvita develops technologies that enable consumers to make mineral and functional waters at home. It was founded in 2019 and is based in Brussels, Belgium. Aqvita was founded by a team of engineers aiming to mimic, accelerate, and fine-tune Nature’s wondrous mineralization process. Years were spent trying to crack the code. The result? Mineral-rich and infused water in your dispenser or filter at home.  Your favorite bottled water  comes from an underground water source deep within the Alps mountains, or is tap water purified and mineralized.",,Brussels,"Food and Beverage, Mineral, Software, Water Purification",No funding announced yet,2019,https://aqvita.com,,BE,
AlterEyes,https://www.eu-startups.com/directory/altereyes/,Belgium,"AlterEyes is an XR Venture Studio pioneering in augmented, virtual and mixed reality applications. We are builders to the metaverse and as such we develop, manufacture and market globally a series of state-of-the-art virtual, augmented and mixed reality turnkey products to industrial and professional markets. Â Our Venture Studio created the unique and award-winning VR flagship attraction ""DOJO"", an immersive multiplayer VR playground for family-friendly experiences up to 4 players. We also Venture in VR Corporate training where AlterEyes has built a VR teaching Platform (PAAS) that helps companies create, scale and deploy VR training and maximize their engagement to employees or external partners or provide commercial immersive experiences.",,Hasselt,"Augmented Reality, Corporate Training, Digital Entertainment, Information Technology",Between €500K-€ 1 million,2019,https://altereyes.com,,BE,
AguaVibes,https://www.eu-startups.com/directory/aguavibes/,Belgium,"AguaVibes stands for healthy water and is a company with around 20 years of experience in healthy drinking water. We focus on the health of people, the environment and equipments. With our products we introduce effective techniques for purifying tap water available to general public in a healthy, affordable and accessible way. This is not only good for your health, but also for the lifespan of your pets, plants and household appliances. The Water Activator introduced by AguaVibes is a water softener of the future. The Water Activator treats water through an electromagnetic field, preventing lime scale in your pipes, sanitary components and household appliances. In addition, the nutritious minerals such as calcium and magnesium remain within the water. We realized that water is the basis of all life. And it also deserves our focus.",,Antwerpen,"Health Care, Home Health Care, Water Purification",No funding announced yet,2019,https://www.aguavibes.com/nl/home,,BE,
