name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,linkedin,country
Receipt Manager,https://www.eu-startups.com/directory/receipt-manager/,Slovenia,"Receipt Manager provides an easy way to split the bill between your friends, roommates or coworkers.","If you’re sharing a place with your roommates or you’re someone that goes out to eat often with a group of friends, you might have found it difficult to split the bills or keep tabs on your spending. Receipt Manager is an app that allows you to split costs and keep track of the money you’ve lent or borrowed.
To make your shared spendings more organized, the app makes it possible to add people into groups. Each group keeps a list of participants with the amounts they've lent or borrowed from the group, previous spendings and items which need to be bought in the future.
The app also provides a few ways to quickly access recent spendings within groups, such as searching for spendings based on the location they were made.
Split the bill with Receipt Manager!",Slovenia,"Receipts, Bills, Payments",No funding announced yet,2020,https://play.google.com/store/apps/details?id=com.easyreceipts.receiptmanager,,,SI
brainstorming,https://www.eu-startups.com/directory/brainstorming/,Slovenia,Brainstorming provides users an innovative platform to share modern ideas and solutions to help pass the knowledge to the next generation. This platform is designed with the motto “good ideas made brilliant” to bring out the creativity of the people and harness the intelligence to solve specific problems.,"Brainstorming Offers Platform To Like-Minded People To Share Unique Ideas
Intellectual people from the versatile background can now share their ideation and solutions, and bridge the knowledge gap and level though the platform of Brainstorming.
August 28, 2020
Brainstorming provides users an innovative platform to share modern ideas and solutions to help pass the knowledge to the next generation. This platform is designed with the motto “good ideas made brilliant” to bring out the creativity of the people and harness the intelligence to solve specific problems.
Brainstorming serves as the knowledge hub where people can upgrade themselves with the specific technology or skill to solve particular community or individual problems.
“Brainstorming platform started with the idea of passing the sustainable knowledge from one person to another. Everyone’s time is going to end one day. The focus of this project is to bring the intellectual communities together and people from different or the same fields of interest,” said Darko Savic, founder, and CEO of Brainstorming. “The platform supports Intellectual synergy, diversity, and flexibility. We make sure that good ideas put forth by you are turned brilliant, and they can help humanity as a whole.”
Brainstorming project runs through the crowdfunding campaigns, crowd-sourced bounties pledged by the users, sponsored competitions, higher net worth benefactors can help in the project’s progress, micro-membership, and backers. When brands choose any projects, then the Brainstorming platform charges a small commission to drive their economic engine.
The idea is to provide creative solutions to the community’s problem at large. The unique and best ideas of enthusiasts are reformed and presented as a solution for the specific problem.
About Brainstorming
Brainstorming is a platform that brings together passionate and creative minds from versatile backgrounds to bridge various problems. The firm focuses on minimal nonsense, the utmost content, and a transparent review system. For more details, check https://brainstorming.com/",ljubljana slovenia,"artificial intelligence, climate preservation, bioengineering, space travel, entrepreneurship",No funding announced yet,2020,https://brainstorming.com/,,,SI
AdSigner,https://www.eu-startups.com/directory/adsigner/,Slovenia,AdSigner email signature generator helps you manage all signatures and marketing campaigns from one place.,"- Generate email signatures
- Unify signatures within the organization
- Create & manage marketing campaigns
- Track, analyze and optimize performance",Llubljana,"email signature, saas, b2b",No funding announced yet,2020,https://www.adsigner.com/,,,SI
ROAS monster,https://www.eu-startups.com/directory/roas-monster/,Slovenia,"ROAS monster combines actual sales figures and paid advertising results. It's features such as winners and losers, real ROAS and CPO, product pack, overview, and advertiser success. It has additional features such as a Facebook dashboard, a google dashboard, roles, smart renaming, TV Mode, and a chrome extension.",,Ljubljana,"Advertising Services, Apps, E-commerce",No funding announced yet,2020,https://www.roasmonster.com,Active,https://www.linkedin.com/company/roas-monster,SI
Proky,https://www.eu-startups.com/directory/proky/,Slovenia,"Proky is a platform for food service and hospitality procurement. It helps hotels, restaurants, and schools save time, money, and food waste by digitising their supply chains and automating their processes with AI and integrations. Proky is an app that offers a procurement platform for food service and hospitality professionals.",,Ljubljana,"Hospitality, Apps, Hotel",No funding announced yet,2020,https://proky.io/,Active,https://www.linkedin.com/company/optiguest,SI
GreenMesh,https://www.eu-startups.com/directory/greenmesh/,Slovenia,"We do provide turnkey solutions for a wide range of industries: city management, utilities, manufacturing, agriculture and even more. We do assist our customers in digital and ecological transformation, our smart algorithms help with predictive maintenance and create more valuable assets from gathered data. Our cloud platform Widgelix in combination with robust and longlife sensors from our partners helps to reduce direct and indirect expenses and generate valuable insights in each individual case",,Ljubljana,"IoT, Agriculture, Utility, Real Estate",Between €100K-€500K,2020,https://greenmesh.org,Active,https://www.linkedin.com/company/greenmesh/,SI
Glossiq,https://www.eu-startups.com/directory/glossiq/,Slovenia,Glossiq is a virtual assistant that addresses the most common beauty industry challenges. The booking module helps solve challenges that salons and users have with booking to services. The marketplace module enables service providers to set up an online store within the platform and thus sell their products online quickly and securely.,,Nova Gorica,"IT Services, IT Consulting, Beauty, Software",No funding announced yet,2020,https://www.glossiq.io/,Active,https://www.linkedin.com/company/glossiq/,SI
Briefd,https://www.eu-startups.com/directory/briefd/,Slovenia,"Briefd is a software development company that provides business process optimization, digitalization, and automation services. We are a startup company that combines 15-years of experience of creative experts from fields of digital marketing and e-commerce, software development, business process optimization, and automotive industry. We are developing modern digital products and software solutions for car dealers and their partners, all the way from the purchasing department and logistics to insurance and guarantees for the end customer",,Ljubljana,"Mobility, Fleet management, SaaS, Damage inspection",No funding announced yet,2020,https://briefd.io,Active,https://www.linkedin.com/company/autobrief/,SI
Cultisan,https://www.eu-startups.com/directory/cultisan-2/,Slovenia,"Cultisan's mission is to inspire you to fall in love with the world's best farmers & makers, making it easy for you to choose a more delicious, fairer, food future.","ENJOYABLE & CONVENIENT
It's never been easier to discover the rarest, finest food and wine and have it delivered to your doorstep. But it's more than shopping, it's about enjoying the journey of unearthing these wonderful people and products.
FAIR PRICES
To you, and to the producers. By cutting out the middle men and by having a commitment to support the producers we can offer you fair prices and also ensure fair money gets in the hands of those who deserve it.
CURATED BY EXPERTS
We don't just search out the best farmers and makers we also work with the best chefs and sommeliers. These are the people that know their terroir, their land, their producers. Cultisan is based on knowledge not opinions.",Ljubljana,"artisanal, food, market, app",Between €1-€100K,2020,https://cultisan.eu,,,SI
AutoBrief,https://www.eu-startups.com/directory/autobrief/,Slovenia,"AutoBrief will help optimising the business with centralised management system, lower time and operational investment, comprehensive and detailed business overview, transparent expense overview, optimised process of vehicle purchasing and sales, innovative approach to financing stock, digital vehicle warranty and financing application, fleet management. AutoBrief is an all-in-one platform that makes vehicle trading & ownership easier, faster and more efficient.",,Ljubljana,"Mobility, Fleet management, SaaS, Damage inspection",No funding announced yet,2020,https://autobrief.io/en/,Active,https://www.linkedin.com/company/briefdio/,SI
NYD.care,https://www.eu-startups.com/directory/nyd-care/,Slovenia,"NYD.care provides easy lab testing for patients, clients, or employees using automated processes. NYD is your remote health partner and can get in touch with your doctor via a secure connection from your home. It was founded in 2020 and is located in Ljubljana, Slovenia. Laboratory diagnostics with a doctor consultation from your home.

Our partner laboratories are leading and internationally recognized public health laboratories based on state-of-the-art knowledge, trusted laboratory tests, professional support and a multidisciplinary
approach. We use an automated process, anonymized personal customer data and modern technology for fast and reliable sample analysis .",,Ljubljana,"Health Care, Health Diagnostics, Medical",No funding announced yet,2020,https://nyd.care/,,,SI
YFLab,https://www.eu-startups.com/directory/yflab/,Slovenia,"YFLab develops safety reflectors and GPS locator for children between the ages of 6 and 11. It makes the youngster safer on the road while also providing them with information on the toddler's location when needed.

European expert developer of personal safety GPS tracking solutions under brand FLARE. We are EU based specialist developers of GPS safety tracking devices under brand FLARE. Our mission is to help our clients protect some of the most precious things in their lives. We currently cover children and bicycle safety GPS trackers with sub brands KidFlare and BikeFlare",,Ljubljana,"Hardware, Software, Telecommunications",No funding announced yet,2020,https://yourflare.io/,,,SI
VisionAnchor,https://www.eu-startups.com/directory/visionanchor/,Slovenia,"VisionAnchor is a smart anchoring system making the seas safer for boats, owners and helping the environment.","VisionAnchor is an all-in-one anchor monitoring system in the shape of an anchor buoy, that attaches to any anchor and transmits location data to the base unit on the boat. The base unit communicates with the app on the user's phone or tablet and they can monitor any anchor movement through the app. They can set a geofence area of allowed anchor movement and if the anchor moves out of it, they get an alarm on their phone as well as on the base station. So everyone on the boat can stay safe, stress-free and sleep peacefully. 
Our vision for the future connects safety with ocean data. By making buoys even smarter with additional sensors we’ll create a positive impact on disaster prevention, environmental protection and weather prediction. This will add value for insurance companies and research institutes.",Ljubljana,"Mobility, Boats, Smart Mobility",Between €100K-€500K,2020,https://www.visionanchor.net/,Active,,SI
Pablu.tv,https://www.eu-startups.com/directory/pablu-tv/,Slovenia,"Pablu is a marketplace, where you as a buyer instantly buy what you like from whom you trust. And Creators/Brands can start their online live video shop with a click of a button. Pablu wants to be a platform to express ourselves and create a measurable revenue stream.",,Liubliana,"Creator, Marketplace, App",No funding announced yet,2020,https://www.pablu.tv/,,,SI
Cultisan,https://www.eu-startups.com/directory/cultisan/,Slovenia,Cultisan is a food-tech-travel startup with the purpose to inspire people to fall in love with and support the world's farmers and makers while making it convenient for them to enjoy the world's finest food and wine. They curate a monthly Adventurer's Pack (subscription box) with the definitive flavors of each region.,,Ljubljana,"Food and Beverage, FoodTech, Farmers",No funding announced yet,2020,https://cultisan.eu/,,,SI
EPIDEMIC,https://www.eu-startups.com/directory/epidemic/,Slovenia,Epidemic is a word-of-mouth marketing tool helping brands create a buzz about their products and services.,Epidemic is a word-of-mouth marketing tool helping brands create a buzz about their products and services by leveraging the power of authentic peer-recommendations. We collaborate with nano-influencers with 1000-10000 followers.,Ljubljana,"Advertising, Brand Marketing, Digital Marketing, Marketing, Influnecer Marketing, Community",,2020,https://thepidemic.com,,,SI
Eazyplan,https://www.eu-startups.com/directory/eazyplan/,Slovenia,"Eazyplan is a startup company based in Ljubljana, Slovenia. The company seeks to automates event industry with planning, communication, CRM and project management tools. Eazyplan was founded in February, 2020.",,Ljubljana,"CRM, Event Management, Project Management, SaaS",No funding announced yet,2020,eazyplan.com,,,SI
Usernova,https://www.eu-startups.com/directory/usernova/,Slovenia,Run remote user testing sessions with your customers inside app,"Usernova is a user testing tool that in just a few clicks, you can create user tests for a specific segment of your customer base allows to get video and voice recordings from your own customers so you can understand how they are using your SaaS product, how they feel about it and what things could be improved to better meet their needs.",Ljubljana,tech,Between €1-€100K,2020,usernova.co,,,SI
Datafund,https://www.eu-startups.com/directory/datafund/,Slovenia,"Datafund is providing technical solutions and integrations to enable a fair data economy that extends into the emerging European data spaces. This involves the private, encrypted, trust-less and decentralised storage of data and server-less file transfers.",,Ljubljana,"data economy, blockchain",No funding announced yet,2019,https://datafund.io/,,,SI
Guidify,https://www.eu-startups.com/directory/guidify/,Slovenia,"Guidify is an outdoor ride and guide app that helps find and connect local riders, guides and experts based on their location, activities and interests like mountain-biking, surfing, skiing, hiking, climbing, etc.","While tracking apps may be super useful, finding those trails and lines can often be painfully difficult and sometimes even impossible. Riding with someone, who really knows, understands and feels the terrain is always better and more fun! Guidify lets users do just that. Every local rider is an expert guide on terrain he or she knows best. Guidify is a better and more immersive way to discover and experience local trails, spots, lines and places and meet new interesting people.
Guidify lets users:
- Find local riders nearby or filter guides by location and activities.
- Discover, create and share the best spots and places.
- Create, host and join rides and other outdoor events.
- Share experiences and skills like guiding, coaching or renting gear.
- Chat with locals, create groups, share photos, spots and location and much more!
OUR STORY
We are a team of developers, designers and engineers, but primarily, we are a group of passionate riders, adventurers and outdoor enthusiasts.
“Guidify was born out of real life experiences and situations. Often we would ride the local trails and meet people and riders asking to be shown around. These random meetups would then turn into epic riding and sometimes coaching sessions, which would usually end with cold beers and unforgettable memories and friendships. On the other hand, we have often found ourselves on the other side of the equation wondering how great it would be, if someone would show us their best spots and pubs. So in a way you could say, Guidify is made by riders, for riders”.
For more information about the app, please check out the links below:
- Website: https://guidify.io/
- Press release: https://medium.com/guidify/ride-more-wherever-you-are-5f31a16dfd4d
- Media kit: https://www.dropbox.com/home/Guidify%20Media%20Kit
- Download for Andoid: https://play.google.com/store/apps/details?id=si.zendesign.localguides",Slovenia,"Travel, Sports, Outdoors, Mobile, Action,",,2019,https://guidify.io/,,,SI
Rekono,https://www.eu-startups.com/directory/rekono/,Slovenia,"Rekono is an IT firm that offers a web platform for authentication, digital signature, electronic identification, and digital compliance. Electronic identification and electronic signature for trustworthy business operations. The Rekono company offers services that include central management of the user's e-identity Rekono.ID and remote advanced e-signature of documents in digital form Rekono.Sign .",,Ljubljana,"IT Services, IT Consulting, Compliance, E-Signature",No funding announced yet,2019,https://www.rekono.si/,Active,https://www.linkedin.com/company/rekono-d-o-o/,SI
ImFan,https://www.eu-startups.com/directory/imfan/,Slovenia,"ImFan is a social platform web application built for content creators. The site has many features, people can sell their content as a subscription or exclusive, have a live show, chat for free or for money, Weekly contests etc. etc. We have a good payment system, the user interface is fast and we do everything to make our users happy.",,Ljubljana,"Internet, Social, Web Apps",No funding announced yet,2019,https://imfan.com,Active,,SI
Flycom Technologies,https://www.eu-startups.com/directory/flycom-technologies/,Slovenia,"Flycom Technologies works to maintain and strengthen the role as a key player in the field of remote sensing and to become a regional leader in GIS segment. They specialize in airborne infrastructure diagnostic services, topographical aerial mapping, data processing and data management solutions. Our services comprise UV, IR, lidar and video surveys in the field of  powerline & pipeline inspection, ski resort monitoring & planning, regional & urban planning, civil engineering, forestry, agriculture, defense, oil & gas exploration, hazard & risk mapping, etc.",,Kranj,"Airlines, Aviation, Powerline, Pipeline Inspection",No funding announced yet,2019,https://www.flycom.si/,Active,https://www.linkedin.com/company/flycom_2,SI
Essentia Pura,https://www.eu-startups.com/directory/essentia-pura/,Slovenia,"Essentia Pura is one of the leading European CBD manufacturers since 2014. It is offering White Label CBD and Private Label CBD products along with CBD Ingredients. It is the partner of choice for some of the leading European players in the pharmaceutical, nutraceutical, and cosmetic industries.",,Ljubljana,"CBD Oil, CBD Skin Care, BioPharma, Biotechnology",No funding announced yet,2019,https://www.essentiapura.com,Active,https://www.linkedin.com/company/essentiapura/,SI
Culturate,https://www.eu-startups.com/directory/culturate/,Slovenia,"Culturate is a SaaS that integrates with Slack and Teams and was designed specifically to bring hybrid workers together and maintain a strong team culture. It also offers the companies to boost engagement, support healthy hybrid culture. Workflows, reduce spamming on communication channels, create an inclusive environment and improve communication for hybrid teams,",,Ljubljana,"Software Development, Humar Resource, Enterprise Social Networking Software",Between €100K-€500K,2019,https://www.weareculturate.com,Active,https://www.linkedin.com/company/weareculturate/,SI
BrainTrip,https://www.eu-startups.com/directory/braintrip-2/,Slovenia,"BrainTrip has developed a novel system for early dementia detection, based on modern neuroscience and machine learning. The BrainTrip Dementia Index (BDI) is highly scalable and can be used in developing countries. The BDI is already certified as a medical device and on the market.",,Ljubljana,"Mental Health Care, Software, Health Diagnostics",No funding announced yet,2019,https://www.braintrip.net/,Active,https://www.linkedin.com/company/braintrip/,SI
InstaText,https://www.eu-startups.com/directory/instatext/,Slovenia,"The idea of InstaText is to help us write like a native speaker. InstaText is a user-friendly writing and editing tool that helps you rewrite your text so that you are understood and perceived as a professional. InstaText improves style and word choice, corrects grammatical errors and enriches your content to make it more readable and understandable. And all this in just a few seconds. For non-native speakers who use English in their professional communication, our AI-based online writing and editing tool helps them rewrite and improve their texts. Unlike Grammarly, which mainly corrects grammatical errors, InstaText also enriches the content and makes it more readable and understandable.",,Ljubljana,"Consumer Software, Language Learning, Software",No funding announced yet,2019,https://instatext.io/,,,SI
DeltaHub,https://www.eu-startups.com/directory/deltahub-2/,Slovenia,"DeltaHub is a young European company, passionate about designing products that bring extra ease to your every day. With us, the design doesn’t start with aesthetics, it begins with functionality. What started just as a hobby — and something our parents did not believe in, is now our full time job and Carpio is serving thousands of customers all over the world. Coming from various backgrounds we complement each other to maximize the results we can deliver. We are on a mission to become the go-to Hub where creative ideas are born and successfully put to good use.",,Ljubljana,"Consumer Goods, E-Commerce, Retail, Sales",No funding announced yet,2019,https://deltahub.io,,,SI
Fidary,https://www.eu-startups.com/directory/fidary/,Slovenia,"Fidary platform gathers tokenization of various types of assets and trading with tokenized assets under one roof while providing technical and legal compliance for its users. The Fidary platform will offer tokenization of various types of assets and tokenized asset management backed by technological solutions, compliance, and advisory services. Unlocking the value of tokenized assets.",,Logatec,"Financial Exchanges, FinTech, Tokenization",No funding announced yet,2019,https://fidary.io/,,,SI
Go2insure,https://www.eu-startups.com/directory/go2insure/,Slovenia,"Go2insure is a digital insurance platform that provides people with fully transparent and automated insurance experience. Active and digital insurance: Active 360 ​​for liability, accident and injury + bicycle / scooter theft and Travel Cancellation insurance.  For a good price, buy insurance for yourself, your family and your bikes and scooters. turn it on when you need it and turn it off when you don't.",,Ljubljana,"Finance, Financial Services, Insurance",No funding announced yet,2019,https://www.go2insure.net/,,,SI
StoringCargo,https://www.eu-startups.com/directory/storingcargo/,Slovenia,"StoringCargo is a startup company that connects warehouse seekers and storage service providers in one place. The idea began in 2019 when our CEO, David Benedik, started this company with an out-of-the-box idea: How to make booking a warehouse as easy as booking a hotel room? And so StoringCargo was born. Now, more than 453 registered warehouses and 927 active users are using our platform on a daily basis.",,Kranj,"App Discovery, Warehousing",Between €100K-€500K,2019,https://storingcargo.com,,,SI
Authtrail,https://www.eu-startups.com/directory/authtrail/,Slovenia,"Authtrail is a unified gateway to Web3 ecosystems empowering developers and enterprises to build on Polkadot parachains. Through standard API connections, users can harness the development power of different use cases in one spot to build and implement dapps and Web3 solutions in everyday business. Easily, reliably, fast.",,Skofja Loka,"Blockchain, Data Integration, web3",Between €2.5 million-5 million,2019,https://authtrail.com/,,,SI
Juicy Marbles,https://www.eu-startups.com/directory/juicy-marbles/,Slovenia,"We developed proprietary protein texturing technology that enables us to produce plant-based whole cuts. Our vision is to produce a variety of meat products and match and eventually outcompete animal-derived counterparts by taste, price, and convenience. We want to accelerate the transition of the meat industry into a more sustainable future - by 2030 we want to cut meat consumption in half.",,Kamnik,"Food Processing, Organic Food",No funding announced yet,2019,https://juicymarbles.com/,,,SI
Brainstorming.com,https://www.eu-startups.com/directory/brainstorming-com/,Slovenia,"Open brainstorming platform where people share and upgrade each other's ideas. People are amazing. All we need is collective focus. Intellectually nurturing social networking place. Brainstorming with innovative people is an entertaining way to increase productivity, opportunities, come up with new inventions, advances in science and change the world for the better. The platform is based on the hypothesis that focused collective ideation gives rise to an emergent property - creative superpower.  The Brainstorming platform is a place where people help solve each other's problems and improve upon each other's ideas.",,Ljubljana,"Think Tanks, Fully functional, Social Networking",No funding announced yet,2019,https://brainstorming.com/,,,SI
Alpine Princess,https://www.eu-startups.com/directory/alpine-princess/,Slovenia,"We produce activewear for women who love to spend their time outdoors and want to look good while doing so. 

Alpine Princess was founded in 2019 by Sandra Suc with the belief that outdoor performance clothing should never compromise style. Alpine Princess is therefore the constant pursuit of performance, comfort and style. Each pair of Alpine Princess leggings has been designed with this in mind - the high-performace fabric compresses in all the right places and, combined with the stylish designs, ensures that us outdoor lovers look great whether on a mountaintop, in the gym or relaxing after a day outdoors!",,Ljubljana,"E-Commerce, Retail, Sporting Goods",No funding announced yet,2019,https://alpineprincessclothing.com/,,,SI
Butter Be Kind,https://www.eu-startups.com/directory/butter-be-kind/,Slovenia,"We combine mental health with skincare and make products with rituals that help you feel good. All our products are vegan, 100% natural, and without irritants, parabens, etc. We're launching an intimate care line to support wellbeing and address taboo topics.",,Ljubljana,"Health, Beauty, B2B",Between €100K-€500K,2019,https://butterbekind.eu,,,SI
PeK Automotive,https://www.eu-startups.com/directory/pek-automotive/,Slovenia,Development and production of low voltage autonomous electric vehicles for farming and rescuing.,"At PeK Automotive we develop a wide range of low voltage autonomous electric vehicles, as well as technology and applications, to use in farming and rescuing. The mission of our company is to facilitate the life of people who do the hardest job in the world – farm and rescue. Purely electrical autonomous vehicles can save time and human resources. To prove this concept, we launched production of our headliner – the autonomous electric agricultural robot Slopehelper. The Slopehelper, which is already commercially available, covers 80% of the full agricultural cycle in vineyards and fruit orchards. Highly intelligent and autonomous, costing less than a tractor, it completely substitutes monotonous human labor in the garden. With zero emission, highly-intelligent radar system and an independent differential GNSS, the Slopehelper presents an innovative and unique approach to the contemporary idea of sustainable agriculture.",Vrhnika,"Agricultural robots, autonomous tractors, rescue vehicles, electric vehicles",Between €5 million-€10 million,2019,www.pekauto.com,,,SI
Hopalai,https://www.eu-startups.com/directory/hopalai/,Slovenia,"Hopalai is a design & development company solving systematic problems in the educational industry. The company has created the Kobi App, a true learning app for the beginning readers who experience reading difficulties such as Dyslexia. Kobi provides tools that improve your kid's reading speed, accuracy and motivation.",,Nova Gorica,"Consumer Software, EdTech, Education, Social Impact",No funding announced yet,2019,https://kobiapp.io/en/,,,SI
Foreach Labs,https://www.eu-startups.com/directory/foreach-labs/,Slovenia,"Foreach Labs is a creative digital AR agency based in Slovenia that focuses on developing tailored Augmented Reality Web and Mobile solutions. It develops advanced solutions using new and innovative technologies to bring costumer needs closer to a product or service. When meeting with a client, Foreach Labs always listens to your needs and analyze together your current digital situation, so that it is sure to find the best solution to fill the gap between your business goals and the development of your products.",,Ljubljana,"Augmented Reality, Mobile Apps, Virtual Reality, Web Development",No funding announced yet,2019,https://foreach-labs.si/,,,SI
Twire,https://www.eu-startups.com/directory/twire/,Slovenia,"Twire is a statistics platform helping esports competition organizers enrich their streams to get the attention of viewers and level up. Esports competition organizers need to attract a lot of viewers in order to get sponsors. Twire was founded in 2019 and is based in Ljubljana, Slovenia. Tournament Leaderboards. Compare players and their skills in different categories. Analyze your matches and power-up your remote work collaboratively. Know your opponent's rotation and prepare your attack strategy.",,Ljubljana,"sports competition, statistics platform, opponent",Between €1-€100K,2019,https://twire.gg/,,,SI
VIVIOT,https://www.eu-startups.com/directory/viviot/,Slovenia,"VIVIOT is an end-to-end platform for Smart Space Automation and Digital Access, created for property managers & the hospitality industry. Designed to simplify facility management in hospitality, commercial and
other public spaces (hotels, resorts, co-workings, and more). View, manage and automate your portfolio simply, remotely, and in one powerful dashboard.",,Ljubljana,"Smart Space Automation, Digital Access, hospitality industry, platform",No funding announced yet,2019,https://www.viviot.net/,,,SI
QLECTOR,https://www.eu-startups.com/directory/qlector/,Slovenia,"QLECTOR develops artificially intelligent solutions for the manufacturing, logistics, and other industries. QLECTOR was founded in 2018 and is based in Ljubljana, Slovenia. 

We are a team of machine learning experts with long experience in bringing cutting-edge technology into practice.

We have strong links with the research community, in particular Artificial Intelligence Laboratory at Jožef Stefan Institute. Several team members pursue active research and help with mentoring of Ph.D. students working on novel methods from different areas of artificial intelligence. Our team members published original research from the areas of machine learning, data mining, text mining, information retrieval, network analysis, and the semantic web.

The greatest asset of our team is the ability to bring the latest developments from the research community and use them to address real business needs and help our customers in their digital journey.",,Ljubljana,"Artificial Intelligence, Information Technology, Machine Learning, Software",No funding announced yet,2018,https://qlector.com/,,,SI
Bias Variance Labs,https://www.eu-startups.com/directory/bias-variance-labs/,Slovenia,"Bias Variance Labs (BVLabs) facilitates the data-to-discovery process by focusing on cutting-edge approaches from artificial intelligence and data science. More specifically, BVLabs provides state-of-the-art solutions that address all aspects of the data life cycle, which include data storage, data stewardship, data and knowledge representation, machine learning and visualization. The application domains include space research, healthcare, medicine, and ecology.",,Ljubljana,"Artificial Intelligence, Data Mining, Information Technology",No funding announced yet,2018,https://www.bvlabs.ai/,,,SI
OmniOpti,https://www.eu-startups.com/directory/omniopti/,Slovenia,"OmniOpti – the name actually refers to “All the Best” in Latin. The main goal of OmniOpti is to provide advanced solutions in various fields of Smart City operations. The core competence of OmniOpti is Logistics / Mobility, specifically advanced algorithm for alternative routes, which can be used in route optimization process. Apart from that OmniOpti can offer knowledge in the fields of Artificial Intelligence and Blockchain technology. We can offer consulting services as well as development of specific solutions. Furthermore, we have experience in organizing events (conferences, workshops, meetings), giving presentations on various topics and participating in the educational process.",,Ljubljana,"GPS, Information Technology, Logistics, Transportation",No funding announced yet,2018,http://omniopti.si/,,,SI
Nomago Mobility,https://www.eu-startups.com/directory/nomago-mobility/,Slovenia,"Nomago, the largest mobility and travel provider in Slovenia with branches in Croatia and Italy, is a new brand with 90 years of tradition. It was founded in May 2018 as a merger between established travel and transportation companies. Today, Nomago unites more than 650 buses on 500 scheduled routes that can transfer more than 10 million passengers yearly. The company has expanded its focus beyond the roads and is now offering full travel and mobility service – from airport transfers, flights, accommodation, travel insurance, travel packages to charter buses and VIP transfers. 

With a customer-centric approach and by addressing the needs of individual travelers, companies, and government institutions the group sold almost half a million flights and gained the trust of over 200,000 satisfied individual customers. As one of the largest transportation companies in the region, Nomago strives to be sustainable, ever expanding its fleet with modern and eco-friendly buses, and encouraging everyone to use public means of transport.",,Ljubljana,"Transportation, Travel, Travel Arrangements",No funding announced yet,2018,https://www.nomago.eu/,,,SI
Nxxtech,https://www.eu-startups.com/directory/nxxtech/,Slovenia,"Nxxtech is a full stack proprietary blockchain architecture based on Ethereum protocol, aimed at enterprises, ready to extract business value from decentralized technologies. It was designed as a means to empower organizations with a modular, flexible and powerful solution to help them develop and easily deploy custom distributed blockchain applications. That way, Nxxtech enables any enterprise edge-to-edge operations with performance built-in, along increasing the security, overall efficiency of business processes, improved data management, better turnaround time and increased trust factor amongst the stakeholders.",,Ljubljana,"Blockchain, Enterprise Software, Information Technology",No funding announced yet,2018,https://nxxtech.com/,,,SI
IURALL,https://www.eu-startups.com/directory/iurall/,Slovenia,"IURALL is a legal platform that enables a technology-enabled, sharing economy approach to the delivery of legal services. It improves the provision of legal services for both consumers and the legal professionals. First, it reduces costs to the consumer, enhancing accessibility of legal services, and improving access to justice. By making legal services both less expensive and easier-to-access than offered by the traditional law firms, consumers can utilize them earlier in the life cycle of a legal problem, catching them before they spiral out of control, meaning such problems are likely be less costly to address. Second, it enables easier client acquisition for lawyers, giving them greater flexibility in their work schedules, and enabling them to focus on the actual legal work. Third, it enhances the pre-existing machinery for monitoring entry into the legal field, polices abuses, and controls bad actors, which ensures a higher quality control and enhances trust among users of the platform.",,Ljubljana,"E-Commerce, Internet, Legal, Professional Services",No funding announced yet,2018,https://www.iurall.com/,,,SI
Highwater,https://www.eu-startups.com/directory/highwater/,Slovenia,"Reshaping inefficient operations for efficient business. We help your business thrive with creative, innovative, and data-driven approaches. We evaluate the performance of all key systems and processes of the company. Following data gathered, we set priorities, focus energy and resources, strengthen operations, and the like. Together we execute the actions needed to make progress, but also measure and follow certain KPIs to understand if actions are successful.

We are your extended team of professionals. Profitable business tomorrow demands different approach today. Our products and services are built to help your business thrive.",,Koper,"Information Technology, Management Consulting, Project Management",No funding announced yet,2018,https://highwater.io/,,,SI
ZRV,https://www.eu-startups.com/directory/zrv/,Slovenia,"ZRV offers clients a dental X-ray through digital X-ray machines. ZRV was founded in 2018 and was headquartered in Vrhnika, Slovenia.

Zobni Rentgen Vrhnika dental X-ray studio offers you quality, fast and professional teeth X-rays, with the latest digital X-ray machines, which enable high-quality imaging with state-of-the-art program and minimal patient exposure to radiation.

The cameras allow us to take high-quality imaging with the latest technology program and minimal patient exposure to radiation. We focus our knowledge in the field of X-ray diagnostics in dentistry. Our goal is to complement the dentist or other dental professional to make your care even more thorough and effective.",,Bevke,"Dental, Health Care, Personal Health",No funding announced yet,2018,https://www.zrv.si/,,,SI
Cluekit,https://www.eu-startups.com/directory/cluekit/,Slovenia,"A group of open-minded, creative #DigiMarketers generating the right leads for your business and converting them into #customers. Marketing strategy or start marketing your great idea.

We are a Digital Marketing Agency - personalized, time efficient, agile and more cost-effective. We will give you the individualized attention you need. It's like having your own little team of marketing managers! You can choose which of our services you want, rather than signing up for a package that contains many items you don’t feel you want or need.",,Novo Mesto,"Advertising, Consulting, Email Marketing, Graphic Design",No funding announced yet,2018,https://cluekit.com/,,,SI
RIVERTUM,https://www.eu-startups.com/directory/rivertum/,Slovenia,"Cost-efficient clean electric energy
We developed a turbine for a slow river, that uses river flow kinetic energy to spin the turbine, that can produce cheap green electric power or can be used as an irrigation system that power itself.",,Limbu,"clean energy, turbine, kinetic energy",,2018,https://www.rivertum.vcom,,,SI
