name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,linkedin,country,longBusinessDescription
GoStartup OsakeyhtiÃ¶,https://www.eu-startups.com/directory/gostartup-osakeyhtio/,Finland,"GoStartup is an all-in-one workspace for startups. The GoStartup platform combines business messaging, task management, team management and calendar. We give startups, entrepreneurs, and small teams the space to be more productive with our innovative one-stop workspace.",Helsinki,"startup, productivity tool, startup community, saas",Between €1-€100K,2021,https://gostartupco.com,,,FI,"When a startup wants to begin its operations, they have to install all sorts of apps to get started (like project management, communication and productivity tools.)
Having to install multiple different applications at once to use only a few tools causes two major issues: subscription fatigue and increasing costs. Startup team members need to go back and forth between platforms to complete tasks, and this can end up costing a small startup thousands per year.
Our platform is a solution to these startup-centric problems. GoStartup is a workspace that combines business messaging, tasks management, calendar, people management all in one place to improve productivity while saving money and time. This helps teams schedule events together, be continuously up-to-date with changes (which commonly occur in startups), and includes the ability to check employee attendance, review leave requests, and reimbursement forms, among many of the tools included.
Overall, we are focused on providing a holistic solution for startups. We’ve created a platform that users won’t have to leave throughout the workday and can easily navigate, even if their startup is in its early days.
GoStartup has been developed as a solution that will save startups lots of money, increase productivity, and eliminate hassle to focus more on what really matters: their work."
Neovolt,https://www.eu-startups.com/directory/neovolt/,Finland,Software for in-depth water electrolyser analysis and efficiency improvement,Helsinki,"hydrogen, electrolysis, automation",Between €100K-€500K,2021,https://neovolt.fi/,,,FI,"Neovolt offers a software package for online, in-depth analysis of electrolysers over their lifetime​. The software uses measurement data and a numerical model of the electrolyser. It allows to create a production profile for the hydrogen plant ensuring highest energy efficiency and extending lifetime of electrolysers. Our solutions make green hydrogen production more cost-competitive.
The product is built upon 8+ years of academic research, 20 scientific publications, and an extensive IPR portfolio."
kivi,https://www.eu-startups.com/directory/kivi/,Finland,Grow solutions for urban environments. Grow everything.,Helsinki,"Retail Industry, Data",No funding announced yet,2021,https://kivi.io/password,,,FI,
Narvi Payments oy AB,https://www.eu-startups.com/directory/narvi-payments-oy-ab/,Finland,Business banking for the Modern Business,Helsinki,"Business banking, crypto banking",Between €500K-€ 1 million,2021,narvi.com,,,FI,"Narvi builts its own in-house core banking technology with APIs to provide businesses with a seamless banking experience. apartment from multi-currency accounts, Narvi's Business accounts also come with built-in crypto wallets."
Tira,https://www.eu-startups.com/directory/tira-2/,Finland,"Tira is software designed to help teams manage projects, organize work, and collaborate seamlessly in order to boost productivity.  Chat with your team, create projects, manage tasks, and organize your work. All from one place.

We give teams, startups, and SMEs the space to be more productive with our innovative one-stop workspace.",Helsinki,"productivity, task management, project management, startup",Between €1-€100K,2021,https://www.tira.so/,,,FI,"With Tira, we are reinventing the way teams collaborate. We have created a platform that combines collaboration and communication. From business messaging to task management to a team calendar. All features complement one another and work together under one price point to help startups, entrepreneurs, and small teams run their businesses more efficiently.
When a startup wants to begin its operations, they have to install all sorts of apps to get started (like project management, communication, and productivity tools).
Having to install multiple different applications at once to use only a few tools causes two major issues: subscription fatigue and increasing costs.  Team members need to go back and forth between platforms to complete tasks, and this can end up costing a company thousands per year.
Features on Tira include:
Group chats & DMs: Create group chats and invite your team to collaborate. Connect easily with teammates in a group or one-on-one in a private DM. Communicate with your team about anything, discuss projects, and get everyone on the same page. 
Task Management: Create tasks, share projects, set milestones, and keep track of progress. When discussing these tasks, you can simply drag and drop them into the chat so that everyone knows what you’re talking about. 
Calendar: Keep track of due dates, events, and meetings. Task due dates are automatically imported from boards into your calendar so you can know what is due and when. Keep your teammates updated by sharing calendar updates to a chat. 
Tira has been developed as a solution that will save companies lots of money, increase productivity, and eliminate hassle to focus more on what really matters: their work."
Fudge Token,https://www.eu-startups.com/directory/fudge-token/,Finland,"Fudge is a community-driven high-tech blockchain-based digital currency broadly similar to Bitcoin and Ethereum, but with some exciting and remarkable, clear distinctions. It fixes many issues that most alt coins face and richly rewards the community through continuous token burns and huge monthly free token distributions to all holders. We are heading to the moon!",Helsinki,"Blockchain, Cryptocurrency, Financial Services",No funding announced yet,2021,https://www.fudgetoken.com/,,,FI,
Narvi Pay,https://www.eu-startups.com/directory/narvi-pay/,Finland,"Narvi Pay Oy Ab is a Finland-licensed Electronic Money Institution (EMI). It's committed to building a fully customized banking platform that best serves the needs of our customers. They offer business IBAN accounts, banking as a service to companies, and financial institutions.",Helsinki,"banking, payment solution, BaaS",No funding announced yet,2021,https://narvi.com/,Active,https://www.linkedin.com/company/narvi-com/about/,FI,"Narvi Pay Oy Ab is a Finland-licensed Electronic Money Institution (EMI). Narvi offers a powerful integrated banking solution to work easily with local and international customers and suppliers. It's committed to building a fully customized banking platform that best serves the needs of our customers. They offer business IBAN accounts, banking as a service to companies, and financial institutions. Incorporated in Finland, Narvi Payments Oy Ab is authorized and regulated by the Finnish Financial Supervisory Authority. Narvi Payments Oy Ab is doing business as Narvi."
Maildock.io,https://www.eu-startups.com/directory/maildock-io/,Finland,"Maildock transforms email inbox into a powerful Transport Management System. Our customers are exporters, importers, and freight forwarders that want to improve their operations and customer experience. There's a better way to manage shipments. Turn your inbox into a powerful TMS. We help exporters, importers, and freight forwarders to transform their inbox into a powerful supply chain management tool that has real-time tracking, documentation storage, shipment progress, and team collaboration.",Helsinki,"Logistics, Productivity Tools, SaaS, Supply Chain Management",No funding announced yet,2021,https://maildock.io,,,FI,
Hillava,https://www.eu-startups.com/directory/hillava/,Finland,"Hillava provides cloud-based ERP system. increase the efficiency of our customers' operations, create conditions and new opportunities for business development. Hillava ERP is a versatile off-the-shelf software for the mobile work industries that is produced as a modern SaaS cloud service. We offer an agile and modern mobile work cloud service as part of the Admicom Group. Hillava's story began in 2015, when Aitio Finland Oy set out to develop the Hillava ERP system as a SaaS service. Hillava's story first traveled the same distance with Aitio until Hillava Oy was founded at the beginning of 2021.",Jyvaskyla,"Business Development, Enterprise Resource Planning (ERP), Information Services, Software",No funding announced yet,2021,https://www.hillava.com/,,,FI,
Hireproof,https://www.eu-startups.com/directory/hireproof/,Finland,"Hireproof is a recruitment SaaS that helps companies make better hiring decisions, decrease bias in interview situations, and give candidates a human-centric interview experience. Based on organizational psychology best practices, Hireproof makes anyone a world-class interviewer just by clicking a link. The one constant in every company's recruitment is the employment interview. Unfortunately, the commonly used unstructured interview style is notoriously prone to bias and a poor predictor of job performance. The current trend in the recruitment industry is adding more tools, skill assessments, personality tests, and prerecorded interviews, all of which only increase recruitment complexity and dehumanize candidate experience while providing little increase to hiring validity. Hireproof takes the opposite approach. We aim to simplify recruitment and make interviews so reliable that companies won't need anything else to reach the best possible hiring decision.",Espoo,"B2B, Recruiting, SaaS",No funding announced yet,2021,https://www.hireproof.io,,,FI,
Nordic Nomads,https://www.eu-startups.com/directory/nordic-nomads/,Finland,"We give our employees true freedom and flexibility on a new level. This means our employees can work and live anywhere in the world they choose. We are 100% location independent which means that we don’t have fancy offices, not even a HQ and we never will.  Hybrid models lead to inefficiency, loss of communication, lowered well-being and feelings of being left out. All our processes, practices and tools serve and support working fully remotely.",Helsinki,IT Services and IT Consulting,No funding announced yet,2021,https://nordicnomads.com/,,,FI,
Formup,https://www.eu-startups.com/directory/formup/,Finland,"Formup is a software development firm that specializes on streamlining real estate processes. Their innovative and adaptable documentation technology allows businesses to automate their work operations. Formup is headquartered in Helsinki, Finland and was founded in 2021. We are developing a product that enables the automation of companies' work processes.",Helsinki,"Real Estate, Software, IT Services, IT Consulting",Between €1-€100K,2021,https://www.formup.fi/en/home,,,FI,
Pixieray,https://www.eu-startups.com/directory/pixieray/,Finland,"At Pixieray we combine optics, hardware and software with human vision. Our technology is deeply integrated with the way we comprehend the world and enables all of us to use our eyes as nature has intended. It is time to see things clearly. Perfect vision is possible. We are a team of doers, dreamers and engineers, envisioning a better world. We want to work with most creative minds – we want you to join us.",Espoo,Eyewear,No funding announced yet,2021,https://www.pixieray.com/,,,FI,
Quantrol Ox,https://www.eu-startups.com/directory/quantrol-ox/,Finland,"A practically useful quantum computer will need many thousands of qubits – the fundamental building blocks of quantum computers. Due to imperfections in control instruments, fabrication and design, qubits have subtle variations requiring different sets of control  parameters to render each one usable. An intricate process is required to be able to reach a practically useful quantum computer. As the number of qubits is increased, the challenge of tuning and characterising them grows significantly. Successful tuning, optimising and stabilising of many thousands of qubits, regardless of their variability, requires intelligent automation. A big parameter space must be explored efficiently, data interpreted, patterns recognized and decisions made in real time. Current solutions that depend on human expertise are not good enough and will not scale.",Espoo,"Information Technology, Machine Learning, Software",No funding announced yet,2021,https://quantrolox.com/,,,FI,
Raahe Guide,https://www.eu-startups.com/directory/raahe-guide/,Finland,"Easily find current phenomena and events as well as housing and job postings. The goal of the Raahe Guide is to focus on raising the general profile of Raahe so that Raahe can be brought to the world map in a new positive way. The purpose of Raahe Guide is to present Raahe in a whole new positive way, in which all parties involved in the project benefit from the high visibility brought by the project.",Raahe,"Education, Local Advertising, Local Business, Local Shopping, Location Based Services, Media and Entertainment, News, Real Estate, Recruiting",No funding announced yet,2021,https://raaheguide.fi/,,,FI,
DaySave,https://www.eu-startups.com/directory/daysave/,Finland,"DaySave enables saving with spending on a data-driven personalized savings platform. We are like Wolt or Airbnb of the savings FinTech sector. We believe that efficient saving and investing should not be so manual labor demanding and closed off only to those with wealthy or finance-educated backgrounds. User journey with DaySave is simple: Download, KYC, select one of three savings levels and risk profiles. Our platform tailors and adjusts the savings amount and saves in batches multiple times a month based on the user's bank account information and this way we can reach the optimal savings habit. Being an end-to-end solution means that we also get these savings invested via our permitted fund management partner.",Helsinki,"Finance, Financial Services, FinTech, Information Technology",Between €100K-€500K,2021,https://daysave.com/,,,FI,
Social First,https://www.eu-startups.com/directory/social-first/,Finland,"Creating rich social multiplayer and MMO games with true cross-platform gameplay. Social connections between players and true cross-platform gameplay are cornerstones of all of our games. We want to create games with content and features that last for decades; engaging in player-driven economies and highly social experiences. We're a team of veteran game developers (and gamers) with numerous titles across multiple companies under our belts, including years of experience in the development and management of Social MMOs. Our investors at Play Ventures are leaders in early stage investment into the most promising game studios and games services startups across the globe. The founding team is made up of accomplished entrepreneurs who we are proud to work with in achieving our mission.",Helsinki,"Gaming, MMO Games",Between €1 million-€ 2.5 million,2021,https://www.socialfirstgames.com,,,FI,
Cortex,https://www.eu-startups.com/directory/cortex/,Finland,"Empowering IoT with Blockchain for improved data security, transparency, and trust. Cortex is disrupting industries with innovation. We empower IoT with Blockchain for improved data security, transparency, and trust. Our mission is to unlock new values both across industries and around the globe. Cortex enables your business and partners to share and access IoT data — but without the need for central control and management. Each transaction can be verified to prevent disputes and build trust among all permissioned network members.",Helsinki,"Blockchain, Cyber Security, Internet, Internet of Things",No funding announced yet,2021,https://cortex-solutions.com/,,,FI,
Comparables.ai,https://www.eu-startups.com/directory/comparables-ai/,Finland,"For finance professionals seeking an in-depth understanding of an unfamiliar industry, Comparables.ai provides an AI-augmented platform for effective and intelligent analysis. Unlike traditional data providers, Comparables.ai builds personalized recommendations based on the user's intent and thousands of expert opinions. Build your analysis on top of global intelligence, discover comparable companies.",Helsinki,"Artificial Intelligence, Finance, FinTech, Market Research",Between €500K-€ 1 million,2021,https://www.comparables.ai/,,,FI,
StemSight,https://www.eu-startups.com/directory/stemsight/,Finland,"StemSight's founding team have worked with novel biomaterial solutions for ophthalmic applications and culture and differentiation methods for human induced pluripotent stem cells (hiPSC) for several years. Building on this experience, StemSight is developing new cell therapy products for the treatment of blindness. StemSight's first target indication is limbal stem cell deficiency (LSCD), a severe rare disease of the cornea currently without valid treatment options for patients suffering from LSCD in both eyes. StemSight's off-the-shelf stem cell product could provide these patients with a cure to regain their vision. In the future, we aim to use the same stem cells to make other types of corneal cells, so that we can help patients suffering from other forms of blindness, such as corneal endothelial dystrophies.",Tampere,"Biotechnology, Health Diagnostics, Therapeutics",Between €100K-€500K,2021,https://www.stemsight.fi/,,,FI,
The Adjacent Possible,https://www.eu-startups.com/directory/the-adjacent-possible/,Finland,"The Adjacent Possible is an idea factory designed as a cross-industry Open Innovation Studio. We generate new ideas that can become patents, products, or even companies. Our mission is to connect global technology ecosystems that co-develop common patent applications from different perspectives.Â We are serial innovators who create and license intellectual property. Our dream is to facilitate the interconnection of ecosystems around the world with proprietary technology. We explore the 'evolutionary potential' of the industrial patents in order to discover adjacent IP opportunities (Open Innovation - inside-out). adjacentpossible.studio",Helsinki,"Research, Services, Technology",No funding announced yet,2021,https://adjacentpossible.studio/,,,FI,
Brightlife,https://www.eu-startups.com/directory/brightlife/,Finland,"Brightlife is an online platform based on the SaaS model where mental health professionals and their clients can safely meet each other. The Brightlife online platform allows healthcare professionals, such as psychotherapists, to offer their expertise and assistance completely remotely. The Brightlife Flow enhances, speeds up and, above all, facilitates the daily work of therapists.",Tampere,"B2B, Health Care, Medical, Medical Device",No funding announced yet,2021,https://www.brightlife.fi,,,FI,
Tira,https://www.eu-startups.com/directory/tira/,Finland,"Chat with your team in a group or have a one-on-one conversation with a teammate. Keep everyone up to date on tasks, upcoming deadlines, and calendar schedules. Manage boards, create tasks, and generate a better workflow. Drag and drop tasks to chats to instantly discuss and edit them with your team. Tasks due will be automatically imported from boards into the calendar. Stay up to date and easily organize all your work events in one place.",Helsinki,Software,No funding announced yet,2021,https://tira.so,,,FI,
WasteTrade Finland,https://www.eu-startups.com/directory/wastetrade-finland/,Finland,"We are a company of recent creation, however its founders are a group of professionals with more than 30 years of experience in the field of waste and recyclables. By knowing the needs and complications that many of the clients of this area present now a days, we have given ourselves the task of creating this commercial platform which will benefit everyone and simplify operations, providing security and confidence to both buyers and to sellers of this kind of goods. Our company and its members are governed by good international business practices that They exist, as well as for the values ​​of honesty and commitment to all our clients in each of the transactions We do together.",Helsinki,"Marketplace, Renewable Energy",No funding announced yet,2021,https://www.wastetrade.io/,,,FI,
AppSec Santa,https://www.eu-startups.com/directory/appsec-santa/,Finland,"Application Security Marketplace to find, test, and choose the right DAST, SAST and IAST tools. Get The Right Application Security Tools For Your Team​. Learn, Test and Choose Application Security Tools with confidence. We built AppSec Santa around our core principles of openness, honesty and transparency. Your trust is of the utmost importance to us, which is why we’ll always be straight-up about how we review application security tools. We don’t accept payment to provide positive reviews, and vendors will never have a say in how we choose the best application security tools. Our aim is to put you, the reader, first and foremost at all times.",Helsinki,"Cyber Security, Information Technology, Software",No funding announced yet,2021,https://www.appsecsanta.com,,,FI,
Ample,https://www.eu-startups.com/directory/ample-2/,Finland,"Our aim is to offer you a direct access to the knowledge of the scientific community. We offer the public an on-demand channel to gain information on current affairs. As public discussion around current events should not be dictated by fear of disinformation or addictive app design, we focus on information based on scientific expertise rather than virality. Ample is building an ecosystem where the quality of information is given the focal point. 

Ample is building an innovative global media platform that puts scientific expertise as the focal point of communication. This ecosystem will operate on a cloud-based platform that offers the users a way to interact with each other. 

As public discussion around current events should not be dictated by fear of disinformation or addictive app design, we focus on information based on scientific expertise rather than virality.",Helsinki,"Education, Information Services, Media and Entertainment",No funding announced yet,2021,https://ampleviews.com,,,FI,
Ambine,https://www.eu-startups.com/directory/ambine/,Finland,Intelligent programmatic campaign optimization for Adform. Improve performance and save time with Ambine's proprietary technology.,"Helsinki, Finland","advertising technology, campaign management, programmatic advertising, adform",No funding announced yet,2021,https://ambine.com/product/,,,FI,"Intelligent campaign optimization for Adform. 
Ambine automates your programmatic advertising workflows, improves performance, and saves time. Our proprietary algorithm takes care of your budget optimization by reallocating line item budget daily. Available optimization goals are clicks, conversions, ROAS, completed video views & viewable impressions.
The integration to your Adform DSP is straightforward through an API connection. A few clicks, and you're ready to start optimizing!
We offer a free trial for new customers and flexible pricing options for advertisers, agencies, and trading desks."
Binkiapp,https://www.eu-startups.com/directory/binkiapp/,Finland,"We are building an all-encompassing app that will help farmers add value to their product by ensuring compliance with the new EU regulations coming (the EU Green deal) thanks to environmental impact data and we will preserve the value of their business by giving them mitigation plans to avoid the product loss during exceptional weather events (drought, floods, frost, etc.) with data obtained from GIS. In short, as described above, we will help them monitor their environmental impact, improve it, and protect themselves from climate change associated problems. Our business model is B2B, and more specifically functions on a subscription basis, with a final price of around 30% to 40% less than standard consultancy. We have thought our app to be something that our customers will regularly come back to, as it will be automated and will be updated frequently.",Helsinki,"Consumer Services, Prevent Damage, Healthy, Environmentally",Between €100K-€500K,2021,https://www.binkiapp.io/,,,FI,
Membrane Finance,https://www.eu-startups.com/directory/membrane-finance/,Finland,"Membrane Finance is the principal architect of EUROe - a fully reserved, Euro-nominated stablecoin that brings fiat Euro liquidity on-chain, bridging the traditional financial systems to the world’s leading blockchains.  Our goal for EUROe is an ecosystem of secure money infrastructure, user-friendly applications and stablecoin-related services, that help drive the adoption of innovative blockchain services/applications in Europe.",Turku,"Financial Services, IT Infrastructure, Software",Between €1 million-€ 2.5 million,2021,https://www.membrane.fi,,,FI,
Cactos,https://www.eu-startups.com/directory/cactos/,Finland,"Cactos smart energy storage systems secure critical power supply locally and allow for efficient utilisation of renewable energy globally.
The New Standard of Energy Storage Systems - The Cactos smart energy storage system secures critical power supply locally and allows for efficient utilisation of renewable energy globally.",Helsinki,"renewable energy, green, storage",Between €2.5 million-5 million,2021,cactos.fi,,,FI,
GBLUESEA,https://www.eu-startups.com/directory/gbluesea/,Finland,"There is a large market for import, export, transport services using AI technology. But there is yet to be a firm that delivers global services right to the customer. I believe we are well positioned to succeed in the business because we will aggressively promote our strategy of delivering our strong AI tech for import export, transport services to direct customers.",Helsinki,"import export, transport services, marketing",Between €100K-€500K,2021,https://www.gbluesea.com,,,FI,
Coiniverse,https://www.eu-startups.com/directory/coiniverse/,Finland,"We bring a trusted platform for collectors to trade collectible coins and get added value from mints for their hobby. We can do this with a lasting competitive advantage as we have the official mints on our platform. Revenues come from subscriptions, marketing and consumer insight as well as sales commissions.",Finland,"Shop, Retailer, App",Between €100K-€500K,2021,https://www.coiniverse.app/,,,FI,
FinanceKey,https://www.eu-startups.com/directory/financekey/,Finland,"FinanceKey simplifies the process of collecting and standardising financial data for businesses. With FinanceKey, finance and treasury teams can effortlessly view, manage, control and access their financial data from various sources, including banks, ERPs and markets. FinanceKey leverages low code/no code technologies to establish connectivity and access data sources to create a central hub that provides overall visibility of a company’s data.
 
Through FinanceKey, CFOs can quickly access the information required to answer complex questions that would have previously required extensive hours/days of work to put together. For instance, FinanceKey can provide insights into the company's cash balance, where the cash is located, the origin of the cash as well as how it is being used. By providing transparent visualisation, workflow automation and machine learning capabilities, FinanceKey enables businesses to increase their financial operating performance.
 
FinanceKey is an intelligent platform that aggregates data from all banks and bank accounts and  categorises such data by country, legal entity or division. Additionally, FinanceKey translates all currency denominated amounts into company currency equivalents, making it easier to analyse and communicate a company's financial position.",Helsinki,"Treasury, Banking, Finance",No funding announced yet,2021,https://financekey.com/,,,FI,
Ninyes,https://www.eu-startups.com/directory/ninyes-inc/,Finland,Ninyes is Europe's most advanced Resale-as-a-Service solution.,Helsinki,"sustainable fashion, circular fashion, resale as a service",Between €1 million-€ 2.5 million,2021,ninyesresale.com,Active,https://www.linkedin.com/company/ninyes-inc/,FI,"Ninyes offers a European-wide, a fully integrated, turnkey Resale-as-a-Service solution for responsible fashion brands and an online store for sustainably produced, second hand fashion. The female-led company operates from Helsinki and Berlin, serving around 40 brands across Finland, Sweden, Denmark, and Germany. Ninyes enables fashion brands to integrate secondhand services directly into their own channels, managing everything from intake and quality control to warehousing and sales. Ninyes has been awarded the eBay Circular Fashion Fund prize in Germany, the Finnish Fashion Award and it is part of the Ellen MacArthur Foundation’s Circular Startup Index."
Quanscient,https://www.eu-startups.com/directory/quanscient-2/,Finland,"Founded in 2021, Quanscient is building a next-generation Simulation-as-a-Service platform utilizing quantum computing and state-of-the-art algorithms. Essentially, the startup offers physics simulations to speed up R&D. Quanscient is using computer algorithms to move simulations away from just dedicated hardware, to cloud-based platforms, helping customers get their products to market more efficiently. Quantum computing is believed to become a reality very soon and a defining part of next-generation tech. Quanscient already has the algorithms ready to tap into this market, offering excellent scalability opportunities for users.",Tampere,"Simulation-as-a-Service, quantum computing, algo",No funding announced yet,2021,https://quanscient.com/,,,FI,
Upsy Company,https://www.eu-startups.com/directory/upsy-company/,Finland,"Upsy Shopping Helper, founded in 2021, is a SaaS-based solution for digital retailers, that helps people find the product they need and make a purchase decision. Based on Machine Learning and Natural Language Processing Systems, Upsy communicates with the customer like a human to help turn visitors to an online store into buyers amidst this increasingly competitive ecommerce environment. 

The Helsinki-based startup aims to be the global leader in the shopping assistant category, focusing on the SME ecommerce segment. This is a market area with huge potential as more and more small and local businesses are going digital and trying to compete with online giants such as Amazon. Upsy is offering a solution that can help these online shopping sites take on the ecommerce titans and become successful businesses.",Helsinki,"digital, retailers, ML",Between €1 million-€ 2.5 million,2021,https://upsyshopping.com/,,,FI,
Komu Homes,https://www.eu-startups.com/directory/komu-homes/,Finland,Komu is an all-in-one service that provides a solution for the world-class tenant experience. All of the apartment-related services are easily accessible through a modern user-friendly Komu application. Komu's services can help you to build better long-term resident relationships.,Helsinki,"real estate, property management, tenant experience",Between €100K-€500K,2021,https://www.komuhomes.com/en/home,,,FI,
Hiven Energy,https://www.eu-startups.com/directory/hiven-energy/,Finland,"Operator of an energy management platform intended for smart charging, smart heating, and smart cooling. The company engages with manufacturers and energy retailers to develop smart appliances, enabling EV owners, energy retailers, and hardware manufacturers to avail a cheap and green way to consume energy.",Helsinki,"Energy Management, demand response, Internet of Things, Smart home",No funding announced yet,2021,www.hiven.energy,,,FI,
Glostars,https://www.eu-startups.com/directory/glostars/,Finland,"Glostars is a free Android photo-sharing software that places a premium on creativity, communication, and a fun sense of adventure. Aside from posting photos and establishing a portfolio, users can enter weekly photo contests to win prizes, communicate with other picture enthusiasts across the world, and not worry about privacy or security. We've taken all of the necessary precautions, created a clear voting system, and created a secure and creative atmosphere for you to join and enjoy!",Helsinki,"Digital Media, Information Technology, Media and Entertainment, Mobile Apps, Photography, Social Media",Between €1-€100K,2021,https://glostars.com/,,,FI,
FlowGait,https://www.eu-startups.com/directory/flowgait/,Finland,Spinoff company from LUT University and LAB University of Applied Sciences concentrating on commercializing research results related to horse riding simulators.,Lappeenranta,Robotics,No funding announced yet,2021,https://www.flowgait.com,,,FI,
Finnrunner,https://www.eu-startups.com/directory/finnrunner/,Finland,"Global hydropower manufacturing and engineering firm specialising in the use of additive technology and composite materials in the development of innovative environmentally friendly power generation solutions.
In 2021, the company was founded.
Business Finland gave Tempo money to the firm in October 2021. And I'm currently working on the product line, including demand testing for the Finnrunner composite hydro turbine, service concept development, identifying potential international customers, and developing a growth strategy.",Lappeenranta,Renewables & Environment,No funding announced yet,2021,https://finnrunner.fi,,,FI,
Dynava,https://www.eu-startups.com/directory/dynava/,Finland,"Dynava is a significant customer service provider in the Nordic region. Every year, its hundreds of professional customer service agents assist dozens of businesses in handling millions of contacts. Dynavalians provide support across all available channels, including phone, email, internet, social media, chat, and instant messaging. Customer service is provided in Swedish, Finnish, Danish, Norwegian, and English 24 hours a day, 7 days a week.",Helsinki,"Customer Service, Information Technology, Service Industry",No funding announced yet,2021,https://www.dynava.com/,,,FI,
Huuva,https://www.eu-startups.com/directory/huuva/,Finland,"The platform powering virtual restaurants. Introducing Huuva – the new, smart way for delivered food
Huuva was founded to scale delivery-friendly local hero restaurants easily while maintaining sustainable unit economics. In short, Huuva makes food delivery a good deal for both restaurants and the eaters.",Helsinki,"Food Delivery, Restaurants",Between €1 million-€ 2.5 million,2021,https://huuva.io,,,FI,
InvestPost.com,https://www.eu-startups.com/directory/investpost-com/,Finland,"Financial social platform. InvestPost collects financial information from all over the web so that allows our users could gather all of the news, updates, insights, tips, guides, articles into one place through our media platform. InvestPost is committed to build a leading social media platform that is designed for beginners and professionals to communicate easier, be better informed, and be more efficient in the financial field.",Vantaa,"FinTech, Investment",Between €1-€100K,2021,https://investpost.com/,,,FI,
Lingoes.ai,https://www.eu-startups.com/directory/lingoes-ai/,Finland,"Text analytics in 109 languages, without coding. Training NLP models and deploying them to production, packed in one single click. Lingoes.ai gives you the superpowers of a Data Scientist. The whole process of training multilingual Natural Language Processing models and deploying them to production, packed in one single click.",Tampere,"Artificial Intelligence, Machine Learning, Natural Language Processing, Software",Between €1-€100K,2021,https://lingoes.ai,,,FI,
Nordic Umami Company,https://www.eu-startups.com/directory/nordic-umami-company/,Finland,"The Nordic Umami Company has developed a way of using food technology to create great-tasting flavours from agricultural- and food-industry side products. In this way we also tackle another aspect of the food system that we believe needs to be fixed: waste.
Almost 14% of edible food is thrown away before it even reaches the store. This equates to billions of tons of food each year. The Nordic Umami Company creates value from the plant-based portion of this waste by turning it into food products with the savoury flavour that people want.",Espoo,"Food technology, Sustainability",Between €100K-€500K,2021,https://nordicumami.fi/,,,FI,
North Advisors,https://www.eu-startups.com/directory/north-advisors/,Finland,"North Advisors is an independent services firm that focuses on Microsoft Azure cloud products and power platform-based business productivity. It was founded in 2021 and is headquartered in Helsinki, Finland. We focus on implementation projects, consulting, support, and knowledge sharing for Microsoft Azure cloud services and Power Platform productivity solutions. Based on our extensive and in-depth experience, we provide consulting, assistance, emergency assistance, troubleshooting, and Trusted Advisor services for Microsoft Azure and Power Platform implementations.",Helsinki,"Cloud Management, Consulting, Service Industry",Between €1-€100K,2021,https://northadvisors.com/,,,FI,
Quanscient,https://www.eu-startups.com/directory/quanscient/,Finland,Simulation-as-a-Service platform helping to get your product to the market faster. Our system is designed by engineers and scientists for engineers and scientists. Our Cloud API-based approach for simulations enables you to create your simulations in code providing the most versatile and flexible approach. Or you can use our web-based UI. Your choice.,Tampere,"Quantum Computing, SaaS, Simulation",Between €1-€100K,2021,https://quanscient.com,,,FI,
Deep Sensing Algorithms,https://www.eu-startups.com/directory/deep-sensing-algorithms/,Finland,"DSA BreathPass™ is a handheld breath analyzing device intended for the detection of COVID-19. The average sample taking time is 15 seconds and the diagnosis is available in 3 seconds. The system is ready for a new person every 2 minutes. DSA is an innovative, growth-oriented, and globally minded company. We are passionate about creating an intelligent, AI-powered diagnostic technology that can scale to address the world’s growing demand for real-time screening. We are driven to provide a disruptive COVID screening solution that helps individuals, families, and communities return to normal at work, school, and play.",Tampere,"Health Care, Medical Device, Technology",No funding announced yet,2020,https://dsa.fi/,,,FI,
Port 6,https://www.eu-startups.com/directory/port-6/,Finland,"Port 6 is building the AI-driven, biometrics-based technologies that allow creativity and interaction in augmented and virtual computing platforms at a level so powerful, intuitive, and liberating it feels like a sixth sense.",Espoo,"AI-driven, biometrics",Between €1 million-€ 2.5 million,2020,https://www.port6.io/,,,FI,
TIME2WALL,https://www.eu-startups.com/directory/time2wall/,Finland,"Real-Time Applications, Infrastructure, and Business Assets Monitoring",Espoo,"monitoring, observability",No funding announced yet,2020,https://www.time2wall.com,,,FI,"We provide cloud observability products to monitor
metrics in real-time, and explore historical data for
trends analysis.
Our solutions are ideal for Site Readability Engineers,
DevOps, Software Development Teams and Control
Rooms to understand applications, infrastructure, and
business assets (production plant, power grid, etc.)
issues."
Boom Corp,https://www.eu-startups.com/directory/boom-corp/,Finland,Boom Corp is a Finnish mobile games company founded in 2020. We are creating a one-of-a-kind creative mobile games studio. Boom Corp is a Tampere-based mobile games company. It helps to bring awesome game visions to life. It is looking for people who can bring their own uniqueness and skills to bring impact to the projects.,Tampere,Computer Games,Between €1 million-€ 2.5 million,2020,https://www.boomcorp.io/,,,FI,
Etene,https://www.eu-startups.com/directory/etene/,Finland,Etene is focused on straight forward and cost efficient Salesforce implementations to small and medium size business. It desire is to get its customers on continuous improvement path and to guide them on their journey.,Jyväskylä,"Consulting, CRM",No funding announced yet,2020,https://www.etene.net/,,,FI,
