name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,linkedin,country
Sinegon,https://www.eu-startups.com/directory/sinegon/,Hungary,"Sinegon Technologies provides innovative solutions in many sectors with high added value, exceptional quality and remarkable user experience. Its mission is to provide innovative solutions for energy and resource project sustainability management, eGovernment and digitalized healthcare. The company engineers solutions to fuel the implementation of standardized and digitalized administration, data aggregation and visualization.",,Budapest,"Resource management, Healthcare, Sustainability management",No funding announced yet,2022,https://sinegon.com/,,,HU
Moonbit,https://www.eu-startups.com/directory/moonbit/,Hungary,"Moonbit is a crypto Robo Advisor that offers investment portfolios curated by our asset management partner.
Our quant team has carefully selected investing portfolios for Moonbit, a cryptocurrency Robo Advisor. We presently offer portfolios for Web3.0, Defi Metaverse, and Blue Chip. Only coins with strong signals are included in our portfolios. No more drawdowns of 50%.",,Budapest,"Crypto, Software, Robo Advisor",Between €500K-€ 1 million,2022,https://www.moonbit.ai/,,,HU
L7mp Technologies,https://www.eu-startups.com/directory/l7mp-technologies/,Hungary,"Specifically focused on WebRTC and cloud gaming, L7mp Technologies is a small group of researchers and practitioners working on initiatives to integrate real-time communications workloads into the cloud native ecosystem. In our perfect scenario, Kubernetes can host WebRTC application/media servers the same way it hosts other workloads, and everything runs without a hitch. Our goal is to develop the Kubernetes tooling that will enable anyone to deploy a WebRTC backend service over any Kubernetes service, whether that service is hosted or on-premise, and to take advantage of the same security, scalability, and observability features that we have come to expect from massive cloud native applications.",,Budapest,"Technologies , media servers, Kubernetes service",No funding announced yet,2022,https://l7mp.io/,,,HU
Retalk,https://www.eu-startups.com/directory/retalk/,Hungary,"Retalk build communities and discussion around people's interests.Retalk has built interest-based discussion forums. These are known as communities. These forums are moderated by volunteer moderators, although retalk also takes an active role in moderating. 
Retalk has one goal:
To facilitate civil discussion between people in the political center, and center right (and center left if they engage in a civil way), about any topic.",,Budapest,"Internet, Internet of Things, Social Network",Between €1-€100K,2021,https://retalk.com/,,,HU
2100.ws,https://www.eu-startups.com/directory/2100-ws/,Hungary,"2100 design, build and advertise extraordinary digital experiences. A partner for digital transformation - Full service of Custom web and mobile app development with UX planning. Growth hacking techniques.",,Budapest,"Custom Web Design, Build mobile app development, Advertise extraordinary digital experiences, UX planning",No funding announced yet,2021,https://2100.ws/hu/applikacio-fejlesztes/,,,HU
CopDeck,https://www.eu-startups.com/directory/copdeck-2/,Hungary,The smartest way to manage your sneaker inventory,"CopDeck simplifies the tedious parts of reselling and buying sneakers, by:
- showing the best prices on the market
- automating the boring parts of inventory management
- tracking your income & costs
- offering hassle-free sharing",Budapest,"sneaker reselling, collectibles, mobile app",No funding announced yet,2021,https://www.copdeck.com,,,HU
Turland Logistics & Fulfillment,https://www.eu-startups.com/directory/turland-logistics-fulfillment/,Hungary,Your e-commerce enabler,"We are a tech-driven fourth-party logistics and fulfillment service company on a mission to revolutionize the logistics industry.
We aim to provide a powerful fulfillment solution for e-commerce that empowers online retailers to grow their businesses and enables them to fulfill their potential.",Budapest,"e-logistics,fulfillment, logistics, e-commerce",No funding announced yet,2021,www.turland.eu,,,HU
Tasquitos Freelance Marketplace,https://www.eu-startups.com/directory/tasquitos-freelance-marketplace/,Hungary,Tasquitos is a new freelance marketplace for content creation and related digital marketing activities. Both freelancers and clients can use Tasquitos for free for 365 days. Freelancers can create their profile and post their services or send proposals for projects. Clients can purchase freelance services or publish their projects.,,Nagykozar,"freelance,freelancing,marketplace,content",No funding announced yet,2021,https://tasquitos.com/,,,HU
Praemoveo Kft,https://www.eu-startups.com/directory/praemoveo-kft/,Hungary,Digital Banking solutions,,Budapest,"digital, banking, currency",No funding announced yet,2021,https://praemoveo.net,,,HU
Turland,https://www.eu-startups.com/directory/turland/,Hungary,Digital 4PL e-logistics solution and B2B/B2C marketplace,,Budapest,e-logistics,No funding announced yet,2021,www.turland.eu,,,HU
Co.finder,https://www.eu-startups.com/directory/co-finder-2/,Hungary,"Co.finder is a community-driven mobile app, where you can match with other like-minded entrepreneurs, build and crowdfund your startup. We believe everyone deserves to be an entrepreneur. In order to bypass inaccessibility and promote equality amongst the public, we are developing an app that aims to put a new generation of the startup ecosystem in your pocket. From finding a co-founder to getting funding for your startup...

​

Our product breaks down the barriers of geography and demographics by digitalizing the ecosystem by giving the public the accessibility they deserve. We envision a future where innovation and impact are not tied to someone's privilege, race, gender, or location.",,Pecs,"cofounder matchmaking, equity crowdfunding, startup ecosystem",No funding announced yet,2021,https://www.cofinderapp.com/,,,HU
Co.finder,https://www.eu-startups.com/directory/co-finder/,Hungary,"Co.finder is a mobile app that brings the startup ecosystem into everyone's pocket. Find a cofounder, build your business with our Startup Sucess Guide, and get funding in our equity-crowdfunding platform. 

Match. Build. Grow. All in one app.",,Pecs,"mobile app, startup ecosystem, cofounder matchmaking",No funding announced yet,2021,https://www.cofinderapp.com/,,,HU
Bitbooms,https://www.eu-startups.com/directory/bitbooms/,Hungary,"Bitbooms is a smart SEO, online ads, and email marketing solution provider from Budapest, Hungary.",,Budapest,"Marketing, Digital Marketing, SEO",No funding announced yet,2021,https://bitbooms.com,,,HU
MageLoop,https://www.eu-startups.com/directory/mageloop/,Hungary,MageLoop is a video game development company focused on creating a cooperative virtual reality action-puzzler called Zephyrus for the global market. The company was founded by video games industry professionals to combine creativity and technology with a passion for multiplayer VR games.,,Budapest,"Video Games, Virtual Reality, Content",No funding announced yet,2021,https://mageloop.com/,,,HU
CopDeck,https://www.eu-startups.com/directory/copdeck/,Hungary,The ultimate mobile toolkit to simplify the tedious parts of sneaker reselling.,"Sneaker reselling can be a lucrative business but it comes with many repetitive tasks that require a lot of manual work. CopDeck helps you manage your reselling life by automating these so you can focus on the important things. 
CopDeck lets you:
- monitor and compare prices across multiple stores
- see your total payout as a seller or total price as a buyer at a glance
- keep track of your inventory seamlessly
- share your sneakers with just a few clicks",Veszprem,"sneakers, productivity, reselling, app",No funding announced yet,2021,https://www.copdeck.com,,,HU
H3spways,https://www.eu-startups.com/directory/h3spways/,Hungary,"We are developing an application that can be combined with a medical bracelet, and it would modernize life-saving (reduction of dispatcher communication; transmission of patient medical history and position; notification network for nearby users). Our goal is to speed up the flow of data in life-threatening situations and make more efficient, targeted medical treatment available. We are creating an application and a website. We are developing a database and accessories with NFC chips (bracelet, ring). We have many competitors, there are already some life-saving - emergency call apps. We offer more functions than these systems: our notification system is unique in this field (it notifies the people when someone calls help for somebody).",,Budapest,"Medical, Modernize, Lifesaving",Between €100K-€500K,2021,https://h3spways.com/,,,HU
CLICKnCRUISE,https://www.eu-startups.com/directory/clickncruise/,Hungary,"We receive 10-18% commission from cruise lines for each cruise sold on our marketplace website. Our cruise search AI tool revolutionises how you find your next cruise. 

What if you could find your cruise quickly and easily, without all the stress? We are on a voyage to transform and personalise the cruise booking experience.",,Budapest,"Travel Arrangements, Smart Cruise, Search Tool",Between €100K-€500K,2021,https://clickncruise.co.uk/,,,HU
Feedbackpack,https://www.eu-startups.com/directory/feedbackpack-llc/,Hungary,"Our monitoring system for hunting traps finally gives rangers an effective tool to defend their territories against smaller predators like jackals, feral cats, and foxes.

It allows remotely deployed traps to be interconnected into a network that notifies the ranger when an animal is caught.","Today there are more than 40.000 golden jackals in Hungary causing huge trouble in agriculture.
A similar problem but on a much larger scale is in Australia regarding feral cats, as they have 5 million of them eating around 2 billion other animals every year. Rangers cannot control their population.
A solution could be using traps but they have to be checked every day. Doing it personally is very time-consuming. There are existing monitoring devices on the market providing remote supervision on individual traps but they struggle to support a larger number of traps which is exactly what would be needed to take control over so widely populating species.
The solution is our RD-Sam System. Instead of focusing on individual traps, it provides supervision on multiple traps by interconnecting them into a network using radio communication. Therefirem the ranger can get notifications of all his traps on his smartphone shown on a landscape map. Making handling easier lets the ranger use much more traps in a much larger area.
Our estimated total admissible market is around 500M$
Furthermore, our system design supports targeting new markets like beehive, landslide, parking lot, or border monitoring with only a minor modification.",Szekesfehervar,"trapping, monitoring, sensor-network,agriculture",Between €1-€100K,2021,feedbackpack.eu,,,HU
Ringil,https://www.eu-startups.com/directory/ringil/,Hungary,"Ringil is a platform for the digitization, management, and automation of freight logistics and transportation.",,Prague,"Logistics, Software, Transportation",Between €10 million-€25 million,2021,https://ringil.com,,,HU
AIP Labs,https://www.eu-startups.com/directory/aip-labs/,Hungary,"AIP Labs is a digital health company that develops AI infrastructures and engines for various medical specialties. On the other hand, it is a healthcare delivery company that diagnoses and treats skin problems remotely in its first digital dermatology clinic, AIP Derm. The clinic is operated through local subsidiaries and a network of doctors in Hungary, Spain and Slovakia, and is also working on a worldwide service.","AIP Derm their first digital clinic is essentially an artificial intelligence-coordinated end-to-end platform, one of the first in the world to be used in nationwide healthcare.  AIP Derm currently detects 700 pathologies, which is an impressive number and covers 90% of the skin diseases. From the aipderm.hu website, currently anyone with a Hungarian social security card can start a dermatological examination from home by submitting a picture of the symptom. The submitted images and the diagnosis created by the AI are always reviewed by a doctor. Once an image comes in, the system pre-evaluates it, tells us which pathologies it believes are likely to be involved, and then sorts them by chronological order or severity. On average, online prescriptions and treatments arrive within 24 hours, and doctors can review 40-60 cases in an hour remotely using the platform.",Budapest,"artificial intelligence, digital healthcare, digital dermatology clinic, AI",No funding announced yet,2021,https://www.aip.ai/,,,HU
Scraping Robotics,https://www.eu-startups.com/directory/scraping-robotics/,Hungary,"Scraping Robotics offers currently the world's only fully automated alternative to hand scraping. Scraping is a heavy labor and skill intensive surface treatment procedure widely used in machine production and maintenance. By automating the process, Scraping Robotics offers a more time and cost effective solution than any other known technology.",,Bölcske,"industrial automation, manufacturing, SaaS",No funding announced yet,2021,https://www.scrapingrobotics.com/,,,HU
Fuvar.hu,https://www.eu-startups.com/directory/fuvar-hu-kft/,Hungary,"Fuvar.hu Kft aims at upload a quote request in a few steps and minutes, for which hundreds of potential, user-rated carriers can bid. Fuvar.hu helps you save time and money and also significantly reduces the environmental impact of road freight by filling empty cargo spaces.",,Pécs,"road transport, marketplace,",Between €500K-€ 1 million,2021,https://fuvar.hu/,,,HU
Deep Biotech Solutions,https://www.eu-startups.com/directory/deep-biotech-solutions/,Hungary,"Founded in 2019, Deep Biotech Solutions is a company that specializes in DNA modification and machine learning. The company aims at making the latest techniques in molecular genetics and bioinformatics, such as CRISPR / Cas9-based genetic modifications and deep neural network-based machine learning available to all researchers around the world as easily and quickly as possible.",,Budapest,"Biotechnology, healthcare, machine learning, DNA modification",Between €100K-€500K,2021,https://deepbiot.com/?lang=en,,,HU
CBDays,https://www.eu-startups.com/directory/cbdays/,Hungary,We are a CBD webshop and our goal is to educate people about the healthy effects of CBD. Make more life healthier.,,Budapest,"CBD, ecommerce",No funding announced yet,2021,https://cbdays.hu/,,,HU
EthiCoin,https://www.eu-startups.com/directory/ethicoin/,Hungary,"EthiCoin.hu is a Budapest-based firm that focuses on pricing and evaluating positive externality activities.
We're working on a smartphone app that rewards users with EthiCoins, our digital currency, for the number of kilometres they bike or walk to work. Meanwhile, we're always working to grow our partner network and introduce new shops where EthiCoins can be spent.",,Budapest,Environmental Services,No funding announced yet,2021,https://ethicoin.hu,,,HU
BringOnBoard,https://www.eu-startups.com/directory/bringonboard/,Hungary,"We provide various services such as Team Extension, Dedicated Teams and Application development. We find the most talented Software developers in Hungary for our clients.",,Budapest,"Consulting, Information Technology, Software Engineering, Staffing Agency, Web Development",No funding announced yet,2021,https://www.bringonboard.io,,,HU
IMM-DATA,https://www.eu-startups.com/directory/imm-data-ltd/,Hungary,"IMM-Data helps plastics, metal and food manufacturing companies achieve cost reduction and better efficiency with collection and analyzation of data from production machines and peripherals using its’ custom, monhtly fee-based, cloud hosted SaaS and hardware platform. Our products provide detailed production informations without additional sensors, for any industry and any type of machinery.",,Székesfehérvár,"industry4.0,iiot,datacollection",Between €1 million-€ 2.5 million,2021,https://imm-data.com,,,HU
DormEast,https://www.eu-startups.com/directory/dormeast/,Hungary,"DormEast provides worker accomodation solutions for staffing industry in the CEE and CIS region. DormEast is a real estate investor, developer and operator. We are focused on Hungary, Slovakia, Czech, Poland and Ukraine. We are currently developing dormitories with total of 2.500 beds in the target markets. Our goal: 20.000+ beds in worker dormitories in Central Europe. DormEast is a fully integrated Central European real estate development and asset management plattform focussing on worker housing in top industrial areas across target countries. Assets are held and managed across a range of development and investment fund vehicles managed by an in-house fund management platform.",,Budapest,"Hospitality, Hotel, Real Estate, Real Estate Investment, Travel Accommodations",No funding announced yet,2020,http://dormeast.com/,,,HU
Livlia Kft,https://www.eu-startups.com/directory/livlia-kft/,Hungary,"Livlia is a real estate ecosystem. We build trust through consistency. CEE Proptech Startup at its best. As Hungary’s first hybrid real estate service, portal, and ecosystem, Livlia’s goal is to revolutionize the Hungarian and the regional real estate market with their automatized working methods, modern solutions and professional real estate experts.","The platform is launching now with the aim of digitalising and revolutionizing and the entire realestate industry.
Ads optimization, developed price strategy, pre-identified customers, all of which can be traced on the platform which is complemented by a dedicated real estate expert. As a result of their modern and digitalised solutions and working methods, they thrive working for one of the most competitive success fees (1,5%) within the Hungarian real estate industry offering more, for less.",Veszprém,#proptech #realestate #innovation #digitaltransformation #proptechstartup #thelivlia,Between €1 million-€ 2.5 million,2020,https://livlia.com,,,HU
BudaPack,https://www.eu-startups.com/directory/budapack/,Hungary,"BudaPack is a top-notch service company specialized in packing, collecting, storing, and transporting personal belongings and luggage. We also offer the possibility to manage and maintain your belongings while you are away. 

https://www.facebook.com/budapack20


https://www.facebook.com/budapack20/reviews","Since our founding, we’ve worked with numerous clients throughout the area. Great service begins and ends with experienced and friendly professionals, which is why we put so much consideration into selecting only the best to join our team. We complete projects efficiently and on schedule, and go above and beyond to form lasting relationships with our clients.
Our mission at BudaPack is simple: to provide high-quality services for our valued clients. Our team goes above and beyond to cater to each project’s specific needs. Through open communication and exceptional service, we hope you’ll find what you’re looking for with our Multiple Services.
Services we offer :
- Storage ( including pick up and drop off )
- Shipping abroad ( send anything from Hungary to abroad : suitcase, bag, bike, box, etc...)
- Moving within Hungary ( whether is it just 1 suitcase or a full house, we can help you move it )
- Room packing ( if you are stuck abroad we can go to your room and pack your items and either ship them to you or store them until you come back )
Selling used items ( if you have some unused stuff we can pick it up and sell it for you and you’ll earn extra cash from it )
- Taking care of your property while you're abroad.
And many more... 
Check our Facebook page for more information : 
https://www.facebook.com/budapack20
Check the reviews of our satisfied clients : 
https://www.facebook.com/budapack20/reviews",Budapest,"Worldwide Shipping, Moving service, Conciergerie, Packing supplies",Between €1-€100K,2020,www.budapack.com,,,HU
MYCOlive,https://www.eu-startups.com/directory/mycolive/,Hungary,"At the intersection of Proptech and Social Media, MYCOlive provides eCo-Working in eCo-Living Designer Apartments Hubs and have an efficient Booking Platform that comes with it. MYCOlive Ecosystem Platform enables customers to become influencers through sharing their experiences. Majority owned by NOMIA International, the Digital Real Estate Investment Group.

We serve 3 customer segments: 1. International Students 2. Corporate & Digital Nomads 3. Family & Friends",,Budapest,"SaaS, Apps, Software, Real Estate, Ecosystem",Between €100K-€500K,2020,mycolive.com,,,HU
eatvo,https://www.eu-startups.com/directory/eatvo/,Hungary,"eatvo is a new fast-delivery startup. Using its free-to-download mobile application, users can order to their home, office, or wherever they are. eatvo’s shopping system provides a 24/7 service, aiming to deliver all orders in under 20 minutes thanks to its technology and logistics. From groceries to flowers, pharmaceutical products, cosmetics, home decor, and more, users can track their orders in real-time.",,Budapest,"Food and Beverage, Food Delivery, Delivery",No funding announced yet,2020,https://eatvo.com/,,,HU
Munch.hu,https://www.eu-startups.com/directory/munch-hu/,Hungary,"Munch.hu is a platform where restaurants, bakeries, supermarkets, hotels, and other stores can sell their surplus food. The sustainability-driven startup has the goal of making food rescue available to as many people as possible so that no good quality food goes to waste and prevents the emission of tons of greenhouse gases.",,Budapest,"Food, Sustainability, Recycling, Green Economy",No funding announced yet,2020,https://munch.hu/,,,HU
HACKRATE,https://www.eu-startups.com/directory/hackrate/,Hungary,"Our platform helps to identify vulnerabilities in a cost-efficient way. It provides a single, trusted view of ethical hacking projects across the company.","Security threats are evolving, while the organization's IT systems and applications are constantly changing. Thus, organizations must regularly test their IT environment. A bug bounty is about using the power of crowdsourced security to secure your business. During a bug bounty program, a company can offer rewards to ethical hackers for reporting vulnerabilities.
The management of vulnerability disclosure is getting more and more important. The organizations have to implement procedures for the coordination of disclosing vulnerabilities to protect their data. Using our bug bounty platform can help you in the sensitive nature of vulnerability disclosure. Our global community of ethical hackers is a guarantee against software bugs.
It’s time to bug bounty and vulnerability disclosure to be integrated into your cybersecurity strategy.",Budapest,"bugbounty, ethical hacking, pentest",Between €1-€100K,2020,www.hckrt.com,,,HU
AImotive,https://www.eu-startups.com/directory/aimotive-2/,Hungary,"Developing self-driving software, proprietary simulation tools and neural network acceleration hardware IP, AImotive is building an ecosystem to aid the deployment of automated driving. To catalyse industry collaboration our products are scalable, modular and hardware agnostic. We build on our team’s expertise in artificial intelligence, sensor fusion, 3D graphics and real-world automated driving workloads, to support partners in realizing their self-driving goals.","We are one of the largest independent automated driving technology providers in the world. Our holistic approach to driving automation tackles three main industry challenges: software, development and validation tools, and processing hardware. Our team of over 230 works in offices in the USA, Japan, and Hungary to ensure our products are solving the real-world challenges of driving automation. We rely on our team’s expertise in artificial intelligence, sensor fusion, 3D graphics and real-world automated driving workloads, developed utilizing our global test fleet to provide robust solutions.
As a result, our market-ready products can accelerate the safe and affordable deployment of ADAS and automated driving bringing these life-saving technologies to the public sooner.",Budapest,"ai, drive, self-driving, Budapest",,2020,https://aimotive.com/,,,HU
Grainmonitor,https://www.eu-startups.com/directory/grainmonitor/,Hungary,"GrainMonitor, based in Hungary, is a wireless sensor unit. The installation of the system consists only in placing a certain number of probes in the crop only and the device is up and running. There is no control panel installation, no power supply. Moreover, there is no need to charge or replace the battery.",,Paks,"Sensors, AgriTech, Technology",No funding announced yet,2020,https://www.grainmonitor.net/hu/,,,HU
Paddlemate,https://www.eu-startups.com/directory/paddlemate/,Hungary,"Paddlemate develops sensors and associated subscription-based evaluation software for paddle athletes to objectively measure and track their sports performance. Sportstech, Paddlemate develops sensors and associated subscription-based evaluation software for paddle athletes. Our mission is to use our technology solution to support the youth and professional riders of rowing sports in achieving their goals, even in winning the Olympic gold medal.",,Retsag,"Hardware, Sports, Athletes",No funding announced yet,2020,https://thepaddlemate.com/,,,HU
Victoria VR,https://www.eu-startups.com/directory/victoria-vr/,Hungary,"Victoria VR is a blockchain-based VR metaverse that offers a multiplayer-online role-playing game, entertainment, and other activities",,Prague,"Blockchain, Digital Entertainment, Gaming",Between €2.5 million-5 million,2020,https://www.victoriavr.com,,,HU
Patron Go,https://www.eu-startups.com/directory/patron-go/,Hungary,Patron GO is a mobile app that automatically finds and eliminates unnecessarily high payments on users' bank accounts. (PSD2),,Hodkovice,"FinTech, Mobile Apps, Personal Finance",Between €100K-€500K,2020,https://www.patrongo.com,,,HU
Adam Technology,https://www.eu-startups.com/directory/adam-technology/,Hungary,We connect you with the best local verified interior painters.,,Prague,"Technology, Information, Internet",Between €500K-€ 1 million,2020,https://www.myadam.eu/,,,HU
MaxWhere,https://www.eu-startups.com/directory/maxwhere/,Hungary,"MaxWhere is a software company that provides a 3D virtual platform for browsing, learning, and presentation.",,Budapest,"Software, 3D, Virtual Reality",Between €1 million-€ 2.5 million,2020,https://www.maxwhere.com,,,HU
Briefly,https://www.eu-startups.com/directory/briefly/,Hungary,Briefly provides team management and human resources services.,,Budapest,"Team Management, Human Resources, Freelancers",Between €500K-€ 1 million,2020,https://www.briefly.work,,,HU
LabShare,https://www.eu-startups.com/directory/labshare/,Hungary,LabShare is a cloud platform for resource capacity planning and scheduling that matches job demand to available resources of equipment.,"LabShare provides an online marketplace platform that aims to boost the international network of laboratories, manufacturers, and engineering centers focusing on the automotive, consumer goods, electronics, and medical devices industries. Through the agile lab sharing ecosystem manufacturers, engineering centers can easily procure the required lab capacity with the best conditions, and laboratories can maximize the utilization of their resources.
LMMS: A new expression that the testing market is going to use, invented by LabShare. Laboratory Market Managament System is replacing the old well-known Laboratory Information Management System, the LIMS.
LOGISTICAL SERVICES: Test component door-to-door logistic services from engineering centers to testing laboratories involving
logistic service providers. LabShare logistical hubs will be set-up with dedicated service providers’ cooperation for samples requiring more attention, providing sample preparation, sample pre-check, and proper packaging.
PAYMENT SERVICES: LabShare aim is to follow the trends of marketplace service providers, and to provide services for complex needs: introduction of ecommerce B2B payment methods.
LINKED SERVICES: Link inspection and manufacturing marketplaces into LabShare via API connection to provide a onestop- shop approach for engineering centers.",Budapest,"capacity utilization, platform, scheduling, labs",Between €1-€100K,2020,https://www.thelabshare.com,,,HU
Ecolyze,https://www.eu-startups.com/directory/ecolyze/,Hungary,"Ecolyze’s mission is to help SME build sustainably successful businesses by helping organisations to change their behaviour and mindset, whilst increasing their profitability. 

We will provide a user friendly and easy to understand set of tools to track their environmental impact, drive actions to reduce their footprint, implement circular economy measures, offset what’s necessary and communicate their achievements.",,Budapest,"sustainability, circular economy, SaaS, netzero",,2020,https://ecolyze.com,,,HU
Qjob.hu,https://www.eu-startups.com/directory/qjob-hu-2/,Hungary,"C2C marketplace for professionals (skilled, unskilled, freelance) and people looking to solve their errands.","Qjob.hu - is a marketplace, mainly oriented on C2C model, where professionals in 16 categories (starting from household works and repair and construction, though copywriters and designers as well as virtual assistance or business consultants) place their bids for tasks/problems posted by other users.",Budapest,"marketplace, business services, online recruitment",,2020,www.qjob.hu,,,HU
ARTEMIS by Alpha Femtech,https://www.eu-startups.com/directory/artemis-by-alpha-femtech/,Hungary,ARTEMIS is a smart tech bodysuit that eliminates period pain. An alternative pain relief method with two clinically proven solutions to give instant relief without any side effects for millions of women all around the world.,"ARTEMIS is an intelligent bodysuit with integrated heat and micro vibration, two medically proven techniques, to eliminate period pain. The product is connected to an application allowing the user to personalise the strength and the module of the pain relief.  A detachable smart device communicates between the hardware and software. 
THE BODYSUIT
This washable wearable garment is made from natural yarns and hi-tech equipment in our European factories. The merino wool and Lenzing Lyocell works as a perfect natural heat regulation. All our yarns are certified with GOTS, OEKO-TEX Standard 100, RWS Responsible Wool Standard.
THE DEVICE
We achieved the Device MVP in 11 months from the concept level. These images illustrate the evolution of the basic form to the current 3D printed model. It contains two rechargeable batteries, and in the future our goal is to reduce its size to the smallest possible option.
THE APP
For the moment, the device is controllable via a browser user interface (BUI). There are two functions, the heating panel with ten levels and the micro vibration function has 5 modules of waves on 10 intensity levels. In the near future we are going to integrate multiple new functions, for example body temperature measurement or data logging to measure objective period pain to accelerate women’s health research.",Debrecen,"femtech, periodpainrelief, medtech, IoT",Between €100K-€500K,2020,www.allaboutartemis.com,,,HU
Rewibe,https://www.eu-startups.com/directory/rewibe/,Hungary,"We are selling used clothes that are sent to us by costumers. We do every part of the selling, meaning that we provide photography, description and uploading of the items. The sellers can decide to either sell or donate. If they donate the money their donated items were sold will go to our donation partners. We work with commission and do the quality checking as well. As circular economy is important for us, those items that condition is bad will be recycled.",,Hungary,"sustainability, fashion, recycle",,2020,https://www.rewibe.com,,,HU
Ongo Vettech,https://www.eu-startups.com/directory/ongo-vettech/,Hungary,ONGO uses Computer-Aided Sperm Analysis (CASA) technology which yields better accuracy than subjective microscope only assessment. It works as laboratory-grade medical equipment at farms or vet praxis but it is much affordable financially.,,Martonvásár,"AgTech, Biotechnology, Veterinary",Between €500K-€ 1 million,2020,https://www.ongovettech.com/,,,HU
OXO Technologies,https://www.eu-startups.com/directory/oxo-technologies/,Hungary,"OXO Group is a leading investment firm in the tech sector in the CEE region. It includes a network of business angels as well as various financial and strategic investors as equity partners. Our investment policy targets the funding, partial or full buyout of early-stage tech ventures, accelerate their growth and market expansion, and prepare them for subsequent funding rounds and exits.",,Budapest,"Venture Capital, Private Equity, financial venture",No funding announced yet,2020,https://oxoholdings.eu/,,,HU
Polkadot Tiger,https://www.eu-startups.com/directory/polkadot-tiger/,Hungary,"Track how your variations perform and apply the best to your website. Get a quick overview of how your tests are performing. See detailed result breakdowns to choose the metadata that fits your needs. As a new SEO startup, Polkadot Tiger is already getting noticed",,Budapest,"SEO, platform, website, metadata",No funding announced yet,2020,https://polkadottiger.com/,,,HU
roboGaze,https://www.eu-startups.com/directory/robogaze/,Hungary,"Every year millions of people lose their lives or are seriously injured in accidents.
With vehicles becoming more connected and automated, a driver monitoring system (DMS) has become a must-have technology to monitor a driver's attention and prevent distracted driving.
roboGaze provides affordable solutions to increase road safety by democratized AI-driven driver monitoring system.",,Székesfehérvár,"accidents, injured, vehicles, driver",Between €100K-€500K,2020,https://robogaze.com/,,,HU
Marketyour.store,https://www.eu-startups.com/directory/marketyour-store/,Hungary,"Marketyour.store created a marketing tool for e-commerce companies to generate new leads from social media, improve the customer buying experience and conversion rates with HTML-based 360° and 3D content.",,Várpalota,"360° product photography, e-commerce marketing",No funding announced yet,2020,https://www.marketyour.store,,,HU
Risk Cyber,https://www.eu-startups.com/directory/risk-cyber/,Hungary,"Be Aware Connect with Care !

Risk Cyber helps Celebrities, Professional, Government Officials or Individuals etc., securing their personal identity impersonation.
We continuously monitor, analyse the authentication and report the profile impersonation on corresponding social media platforms. We spread awareness in the society about individuals presence in Social Media & required measures to secure themselves. Our Introductory video would show you the type of threat in today's digital media world.

We serve our customer personalized need which fits them well ! We maintain our customer confidentiality by contracting them under country specific cyber rules & regulation.

You can find more details about our services on Risk Cyber Website & email us for more details.",,Budapest,"Cyber Risk,Impersonation,Social Media, Brand Image, Security , Reputation",,2020,http://riskcyber.net,,,HU
OR Security,https://www.eu-startups.com/directory/or-security/,Hungary,"We are a group of enthusiastic professionals (field experts, with proven history of 15+, 20+ years in the industry) willing to make a serious impact on the tragic state of the Information Security & Cyber Security situation in Europe.","We have an explicit focus and attention on the state of security in Healthcare and its surrounding ecosystem, which we dare to revolutionize by securing, hardening, protecting it better with our very strong (grey hat, purple team) professional background, extended with some of the best partners around the globe available to date.
Some of our mid to long term goals include a global Health-Tech-Sec summit and finding the strongest partners in the Health-Tech-Sec industry to form a politically independent, strictly professional alliance to guarantee these aforementioned standards get applied over the industry.",Berlin,"information security, cybersecurity, infosec, vCISO",No funding announced yet,2020,www.or.security,,,HU
Volteum,https://www.eu-startups.com/directory/volteum/,Hungary,"Travel planner solution for electric cars. Try Volteum today, plan your routes in seconds and enjoy electric mobility more than ever. No technological knowledge or e-mobility experience is needed from you. Leave all the hard work for us when traveling by electric car.",,Budapest,"Travel planner, electric cars, routes , mobility",Between €1-€100K,2020,https://volteum.io/,,,HU
Artemis,https://www.eu-startups.com/directory/artemis/,Hungary,Artemis is a smart wearable device company based in Budapest. It aims at developing a wearable smart clothing concept to eliminate menstrual pain by micro-vibrations and by regulating heat release to the body. Its goal is to connect the physical prototype to various digital platforms in future to fight menstrual poverty and also educate young women about their bodies’ mechanisms.,,Budapest,"Health Care, Wearables, Women's",Between €1-€100K,2020,https://alphafemtech.com/,,,HU
Respray Solutions,https://www.eu-startups.com/directory/respray-solutions/,Hungary,"The founders are Gergely Zámbó and Andor Réti. Both being driven by environmentalism, their common goal is to have a positive impact on sustainability. This passion of theirs was the foundation of the project. Respray aims to reduce the production of hazardous waste from aluminium deodorant cans. This is made possible by refillable cans and a technology that is free of harmful propellants. We believe that protecting the environment can only be successful if we offer people solutions that reduce their own environmental footprint with minimal compromise. If you’re interested in when you can buy your first refillable deodorant in stores, please follow us on one of the social media sites! Let's work together to make the world more sustainable!",,Debrecen,"Chemical, Manufacturing, Research",Between €1-€100K,2020,https://www.respraysolutions.com/,,,HU
