name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,country,longBusinessDescription,linkedin
Minibook,https://www.eu-startups.com/directory/minibook/,Denmark,"Welcome to Minibook – where we revolutionize childcare and school management through the power of AI. Our mission is to transform the educational landscape, making it more efficient, safe, and nurturing for children. By joining our team, you will be at the forefront of this transformation, leveraging cutting-edge technology to solve critical problems faced by childcare providers and schools worldwide.",Copenhagen,"childcare, ai, kindergarten, school",No funding announced yet,2022,www.minibook.app,Active,DK,"At Minibook, we believe that every child deserves the best start in life, and our innovative AI-driven platform ensures that they receive it. Our system simplifies administrative tasks, enhances safety protocols, and provides valuable insights to educators and caregivers, allowing them to focus more on what truly matters – nurturing and educating the next generation.
Imagine a world where childcare providers can spend less time on paperwork and more time fostering a child's growth and development. Picture schools operating seamlessly, with automated attendance tracking, personalized learning experiences, and real-time communication with parents. This is the future we are building at Minibook, and you can be a part of it.
Working with us means being part of a dynamic, forward-thinking team committed to making a tangible difference in the lives of children, educators, and parents. Your contributions will directly impact the way childcare and education are delivered, ensuring that our future generations are well-cared for and well-prepared.
Join Minibook today and be a catalyst for positive change. Together, we will create smarter, safer, and more efficient environments for children to learn and grow. Your expertise and passion will help us shape the future of childcare and education, making a lasting impact on the world. Let's build a brighter tomorrow, one child at a time.",
Zeta Diagnostic,https://www.eu-startups.com/directory/zeta-diagnostic/,Denmark,"Eustachian Tube Dysfunction (ETD) is a common middle ear condition, that affects 4-5% of the global population, and as much as 40% of the children below the age of five.",Aarhus,Health,No funding announced yet,2023,https://zetadiagnostics.com/,Active,DK,,https://www.linkedin.com/company/zeta-diagnostics/
Wenemea,https://www.eu-startups.com/directory/wenemea/,Denmark,"With Wenemea solution chemotherapy induced peripheral neuropathy (CIPN) can be monitored easier, leading to earlier action, including improved medication and improved quality of life for breast cancer patients",Aarhus,"BigData, Health",Between €100K-€500K,2023,https://www.wenemea.com/,Active,DK,,https://www.linkedin.com/company/wenemea/about/
Umamamia,https://www.eu-startups.com/directory/umamamia/,Denmark,"Umamamia develops fermented organic, plant-based umami ingredients that add umami and flavor to meat-substituting products to make them taste exquisite.",Kongens Lyngby,"Food & Drinks, Manufacturing",Above €25 million,2020,https://www.umamamia.com/,Active,DK,,https://www.linkedin.com/company/umamamia/
Themison,https://www.eu-startups.com/directory/themison/,Denmark,"As the world of medicine accelerates, Clinical Trials are facing considerable challenges. A startling 30% of patients drop out, overwhelmed by complex medical protocols, multiple devices, burdensome schedules, poor communication, and a pervasive sense of being undervalued.",Copenhagen,"Health, SaaS",Between €100K-€500K,2023,https://www.themison.com/,Active,DK,,https://www.linkedin.com/company/themison/
The 0-Mission,https://www.eu-startups.com/directory/the-0-mission/,Denmark,A B2B marketplace enabling SMEs to add new renewable energy to the grid.,Copenhagen,"SaaS, Sustainability",Between €100K-€500K,2022,https://www.the0mission.dk/,Active,DK,,https://www.linkedin.com/company/the-0-mission/
Suplient,https://www.eu-startups.com/directory/suplient/,Denmark,"At Suplient, we’re revolutionizing the coaching and psychotherapy landscape.",Copenhagen,"AI, SaaS",Above €25 million,2023,https://www.suplient.com/,Active,DK,,https://www.linkedin.com/company/suplient/
SoundWheel,https://www.eu-startups.com/directory/soundwheel/,Denmark,Meditation is notfor everyone!Many people experience restlessness when they try ordinary mindfulness or meditation exercises.,Copenhagen,Health,Between €100K-€500K,2021,https://www.soundwheel.com/da/download-app,Active,DK,,https://www.linkedin.com/company/soundwheel
Skypuzzler,https://www.eu-startups.com/directory/skypuzzler/,Denmark,Skypuzzler is at the forefront of innovation in the aviation industry. We understand the immense potential of drone technology and the need for digital air traffic control systems that ensure flight safety while enabling the drone industry's growth.,Copenhagen,AeroTech,Between €100K-€500K,2022,https://www.skypuzzler.com/,Active,DK,,https://www.linkedin.com/company/skypuzzler/?viewAsMember=true
Sens-vue,https://www.eu-startups.com/directory/sens-vue/,Denmark,Sens-vue is developing a solution in personalized ophthalmological care.,Copenhagen,Health,Between €500K-€ 1 million,2022,https://www.sens-vue.dk/,Active,DK,,
ROICO,https://www.eu-startups.com/directory/roico/,Denmark,At ROICO we want to make a difference for the people that paint our world.,Odense,Health,Above €25 million,2021,https://www.roicosolutions.com/,Active,DK,,https://linkedin.com/company/roicosolutions/
QASE Tech,https://www.eu-startups.com/directory/qase-tech/,Denmark,QASE Tech is an Aarhus-based educational technology company founded by two physicists with astronomy and quantum physics backgrounds.,Aarhus,"Education, SaaS",Between €1 million-€ 2.5 million,2023,https://www.qasetech.com/,Active,DK,,https://www.linkedin.com/company/qasetech/
Phlit,https://www.eu-startups.com/directory/phlit/,Denmark,Phlit is a DTU-based start-up whose mission is to disrupt the clean tech industry by unlocking the flexibility of electrical drives.,Kongens Lyngby,CleanTech,Between €2.5 million-5 million,2021,https://www.phlit.dk/,Active,DK,,https://www.linkedin.com/company/phlit/
Ãkoskabet,https://www.eu-startups.com/directory/okoskabet/,Denmark,Økoskabet is the new CO2 friendly way to deliver food in the city.,Dragør,"SaaS, Sustainability",Between €1 million-€ 2.5 million,2019,https://www.okoskabet.dk/,Active,DK,,https://www.linkedin.com/company/%C3%B8koskabet/
Oceanswell Energy,https://www.eu-startups.com/directory/oceanswell-energy/,Denmark,"Expertise-Driven Management: Navigating Offshore Vessels, Green Technologies.",Copenhagen,"Sustainability, Transportation",Above €25 million,2022,https://www.oceanswellenergy.com/,Active,DK,,
NordInvent,https://www.eu-startups.com/directory/nordinvent/,Denmark,Many food production companies are nowhere near full utilization of the raw materials they use in their production.,Herlufmagle,Sustainability,Between €1 million-€ 2.5 million,2020,https://www.nordinvent.com/,Active,DK,,https://www.linkedin.com/company/nordinvent/
HubBroker ApS,https://www.eu-startups.com/directory/hubbroker-aps/,Denmark,HubBroker is a leading provider of innovative digital solutions designed to streamline business processes and enhance operational efficiency. Specializing in Electronic Data Interchange (EDI) and ERP integration services,Horsholm,"EDI Consulting, EDI Solutions, ERP integrations, PDF2XML, EDI and ERP Integration",Between €500K-€ 1 million,2012,https://hubbroker.com,Active,DK,"HubBroker offers seamless connectivity between businesses and their partners. Our advanced iPaaS platform facilitates the automation of data exchange, eliminating manual intervention and reducing errors. With a commitment to empowering businesses through cutting-edge technology, HubBroker delivers tailored solutions that drive growth, improve collaboration, and optimize supply chain management. Whether you need to integrate with popular ERP systems or connect to e-commerce platforms, HubBroker provides the expertise and tools to modernize your business operations.",https://www.linkedin.com/company/hubbroker
NeoCare Nordic,https://www.eu-startups.com/directory/neocare-nordic/,Denmark,NeoCare Nordic is developing solutions for neonatal children - ensuring both safety and clinical benefits.,Copenhagen,Health,Between €1-€100K,2022,https://www.neocarenordic.com/,Active,DK,,https://www.linkedin.com/company/neocarenordic/
nÃ¦ctar,https://www.eu-startups.com/directory/naectar/,Denmark,Social media platforms can feel vast and unpersonalised. But they don’t have to. Næctar enables 1:1 conversations between content creators and their followers.,Copenhagen,SaaS,Above €25 million,2023,https://www.naectar.app/,Active,DK,,
Mixtery,https://www.eu-startups.com/directory/mixtery/,Denmark,Mixtery makes innovative pharmaceutical packaging solutions.,Copenhagen,Health,No funding announced yet,2021,https://www.mixtery.dk/,Active,DK,,https://www.linkedin.com/company/mixtery/
Leaf Insurance,https://www.eu-startups.com/directory/leaf-insurance/,Denmark,Leaf automates the insurance broker process for small enterprises. We combine real-time company data with digitalized policies to make sure that customers always have the right insurance at the best price.And we do it for free.,Copenhagen,"Insurtech, BigData",Between €100K-€500K,2023,https://www.leaf-forsikring.dk/,Active,DK,,
Insutex,https://www.eu-startups.com/directory/insutex/,Denmark,We are a dynamic and forward-thinking startup passionately committed to advancing sustainability in the construction industry.,Copenhagen,Purpose,Between €500K-€ 1 million,2023,https://www.insutex.co/,Active,DK,,https://www.linkedin.com/company/insutex.dk/
GET LIT DK,https://www.eu-startups.com/directory/get-lit-dk/,Denmark,Denmark's first sharing concept of power banks that makes it possible to charge your phone ON-THE-GO! Stop leaving phones with others or at sockets!,Copenhagen,Sharing Economy,Above €25 million,2020,https://www.get-lit.dk/,Active,DK,,https://www.linkedin.com/company/get-lit-denmark-aps
EXO360,https://www.eu-startups.com/directory/exo360/,Denmark,At Exo360 we are developing the ExoCast which will replace plaster cast in the ER.,Kongens Lyngby,Health,Between €100K-€500K,2021,https://www.exo360.org/,Active,DK,,
Exitplanner,https://www.eu-startups.com/directory/exitplanner/,Denmark,"7 out of 10 businesses up for sale, never get sold. We are determined to change that statistic!This means that 70% of all businesses waste significant amount of money on expensive preparation for a sale that never happens.",Copenhagen,"BigData, SaaS",Above €25 million,2021,https://www.exitplanner.app/,Active,DK,,https://www.linkedin.com/company/exitplanner/
Ergasta,https://www.eu-startups.com/directory/ergasta/,Denmark,"Ergasta has created the world's first pipetting vacuum aspirator, the patent-pending Ergaspira200.",Aarhus,Health,Between €100K-€500K,2020,https://www.ergasta.com/,Active,DK,,https://www.linkedin.com/company/ergasta/
Eduflow,https://www.eu-startups.com/directory/eduflow/,Denmark,Give students a more engaging learning experience with custom learning flows,Copenhagen,"Education, SaaS",Above €25 million,2016,https://www.eduflow.com/,Active,DK,,https://www.linkedin.com/company/eduflow/
Pattrnz,https://www.eu-startups.com/directory/pattrnz/,Denmark,Dataverz creates and implements data-driven IT solutions to foster collaboration and innovation.,Copenhagen,BigData,Between €100K-€500K,2018,https://www.dataverz.net/pattrnz,Active,DK,,https://www.linkedin.com/company/pattrnz/
Clair Scientific,https://www.eu-startups.com/directory/clair-scientific/,Denmark,"Jump-start your R&D with an affordable, versatile and easy-to-use microscope.",Kongens Lyngby,Health,Between €1 million-€ 2.5 million,2024,https://www.clairscientific.com/,Active,DK,,https://www.linkedin.com/company/clair-scientific/
Bygaard,https://www.eu-startups.com/directory/bygaard/,Denmark,BYGAARD is an organic urban farm in Copenhagen. We produce greens and mushrooms that we sell directly to local consumers and the city's best restaurants.,Copenhagen,Farming,Between €2.5 million-5 million,2018,https://www.bygaard.dk/,Active,DK,,https://www.linkedin.com/company/bygaard/
Bikekey,https://www.eu-startups.com/directory/bikekey/,Denmark,At Bikekey we want to change the way insurance companies handle bike administration.,Copenhagen,"Fintech, Insurtech, SaaS",Between €100K-€500K,2021,https://www.bikekey.com/,Active,DK,,https://www.linkedin.com/company/bikekey/
BeWo,https://www.eu-startups.com/directory/bewo/,Denmark,Automatically track your environmental footprint with BeWo. We digitize your green initiatives.,Søborg,"BigData, Sustainability",Between €1 million-€ 2.5 million,2020,https://www.bewo.io/,Active,DK,,https://www.linkedin.com/company/bewotech
Wecycle Furniture,https://www.eu-startups.com/directory/wecycle-furniture/,Denmark,We at Wecycle Furniture are a company with a focus on sustainable furnishing and furniture recycling.,Dragør,Circular Economy,Between €500K-€ 1 million,2022,https://wecyclefurniture.dk/?srsltid=AfmBOopDIYPaO5qh2eqxqqwYS8XYNZy77FrdsMK5ocYrzhX2F1BTDqg9,Active,DK,,
Vocaire,https://www.eu-startups.com/directory/vocaire/,Denmark,We work hard using Artificial Intelligence to make physical therapists' lives easier.,Copenhagen,"AI, Health",Between €100K-€500K,2022,https://vocaire.ai/,Active,DK,,https://www.linkedin.com/company/7585916
Unmute Greetings,https://www.eu-startups.com/directory/unmute-greetings/,Denmark,Unmute empower human expression through voice. Inspiring humans to Unmute their voices and build life-long relationships.,Copenhagen,Media and Entertainment,Between €1 million-€ 2.5 million,2021,https://unmutegreetings.dk/,Active,DK,,https://www.linkedin.com/company/unmutegreetings
TuneButler,https://www.eu-startups.com/directory/tunebutler/,Denmark,Enhance your brand identity with in-store background music and digital signage. Save time and enjoy the best of both worlds through one portal.,Aarhus,Music,Between €100K-€500K,2020,https://tunebutler.dk/,Active,DK,,https://www.linkedin.com/company/66886162/
Tinyfarms,https://www.eu-startups.com/directory/tinyfarms/,Denmark,Interactive indoor farms for education,Copenhagen,"Agritech, Education",Between €500K-€ 1 million,2022,https://tinyfar.ms/,Active,DK,,https://www.linkedin.com/company/thetinyfarms/
SyncDesk,https://www.eu-startups.com/directory/syncdesk/,Denmark,"Syncdesk is a digital handover solution for ambitious hotels, that aim to increase the service level and streamline the operation.",Copenhagen,SaaS,Between €100K-€500K,2022,https://syncdesk.io/,Active,DK,,https://www.linkedin.com/company/sync-desk/
SWÃM,https://www.eu-startups.com/directory/swom/,Denmark,SWÖM is on a mission to save people - especially young children - from drowning.,Copenhagen,"Manufacturing, Purpose",Between €1 million-€ 2.5 million,2022,https://swom.framer.website/,Active,DK,,
Sustainly,https://www.eu-startups.com/directory/sustainly/,Denmark,"Sustainly is an all in-one platform, empowering companies of all sizes to create and implement sustainability strategies.",Copenhagen,"Purpose, SaaS",Between €1-€100K,2023,https://sustainly.earth/,Active,DK,,
SPEDA,https://www.eu-startups.com/directory/speda/,Denmark,"Clinical research is based on patient data from medical records, but electronic medical record systems rarely 'speak' with other IT-systems, such as the ones used for data capture in clinical research.",Copenhagen,"Health, BigData, SaaS",Between €2.5 million-5 million,2021,https://speda.io/,Active,DK,,https://www.linkedin.com/company/speda/
Social Tech Projects,https://www.eu-startups.com/directory/social-tech-projects/,Denmark,Social Tech Projects ApS is a dynamic start-up that strives to leverage digital technologies for the purpose of generating social.,Copenhagen,Purpose,Between €100K-€500K,2019,https://socialtechprojects.com/,Active,DK,,https://www.linkedin.com/company/wesolve-aps/
Sens Vue,https://www.eu-startups.com/directory/sens-vue/,Denmark,Sens-vue is developing a solution in personalized ophthalmological care.,Copenhagen,Health,Between €500K-€ 1 million,2022,https://www.sens-vue.dk/,Active,DK,,
SearchMaster,https://www.eu-startups.com/directory/searchmaster/,Denmark,"SEARCHMASTER ApS was founded in 2019 by Søren and Marianne Mogensen, who are also owners of SEAMASTER Holding and SEAMASTER ApS.",Esbjerg,"Marine Technology, Safety Tech",Above €25 million,2019,https://searchmaster.dk/,Active,DK,,https://www.linkedin.com/company/65892370/admin/feed/posts/
Phanofi,https://www.eu-startups.com/directory/phanofi/,Denmark,We are here for enabling the future of communication.We make high-speed data communication accessible.,Kongens Lyngby,BigData,Above €25 million,2022,https://phanofi.com/,Active,DK,,https://www.linkedin.com/company/phanofi/
PaintâR,https://www.eu-startups.com/directory/paintr/,Denmark,Our goal is to develop a packaging for paint that makes it easier for the painters to do their job.,Copenhagen,Purpose,Above €25 million,2020,https://paintr.dk/,Active,DK,,https://www.linkedin.com/company/paintr
Pacific North,https://www.eu-startups.com/directory/pacific-north/,Denmark,"Pacific North is creating safety in watersports, without hindering the action.",Aalborg,Sports,Between €1 million-€ 2.5 million,2021,https://pacificnorth.dk/,Active,DK,,https://www.linkedin.com/company/pacificnorthofficial/
MyKin.ai,https://www.eu-startups.com/directory/mykinai/,Denmark,"Kin is an AI designed as a compassionate companion, providing individuals with privacy-first, empathetic interaction, and stimulating conversation.",Copenhagen,"AI, Health, SaaS",Between €2.5 million-5 million,2023,https://mykin.ai/,Active,DK,,https://www.linkedin.com/company/my-kin-ai
Molecular Quantum Solutions,https://www.eu-startups.com/directory/molecular-quantum-solutions/,Denmark,"MQS provides computational tools to accelerate research & development efforts by the pharma, biotech and chemical industry.",Copenhagen,"Purpose, Health, IoT",Between €500K-€ 1 million,2019,https://mqs.dk/,Active,DK,,https://www.linkedin.com/company/molecular-quantum-solutions-aps
Jabbr,https://www.eu-startups.com/directory/jabbr/,Denmark,"Jabbr lets you record boxing matches with a virtual video production crew, all you need is 1, 2, or 3 smartphones.",Copenhagen,BigData,Between €5 million-€10 million,2022,https://jabbr.ai/,Active,DK,,https://www.linkedin.com/company/jabbr-ai/
Inspectral,https://www.eu-startups.com/directory/inspectral/,Denmark,Inspectral Solutions is making the food supply process more efficient and cost-effective by eliminating costly call-backs through smart vision,Copenhagen,"Agritech, AI, Big Data",Between €100K-€500K,2023,https://inspectral.ai/,Active,DK,,
InnoPilot,https://www.eu-startups.com/directory/innopilot/,Denmark,Industrial Machinery Manufacturing,Copenhagen,BigData,Between €500K-€ 1 million,2021,https://innopilot.dk/,Active,DK,,https://www.linkedin.com/company/innopilot/
grounded,https://www.eu-startups.com/directory/grounded/,Denmark,Bean4Cup is a forward-thinking and innovative company with a strong focus on creating green products that can make a difference to our earth.,Copenhagen,Sustainability,Between €1 million-€ 2.5 million,2023,https://groundedcups.com/,Active,DK,,https://www.linkedin.com/company/bean4cup/
Enyday,https://www.eu-startups.com/directory/enyday/,Denmark,"App and a digital platform to operating energy communities in buildings or districts with collectively self-consumption of solar. A “behind-the-meter” energy community, could be a large apartment building or cluster housing with collective power buy, solar PV, battery storage, and EV chargers.",Copenhagen,SaaS,Between €2.5 million-5 million,2017,https://enyday.com/,Active,DK,,https://www.linkedin.com/company/enyday/
Dynelectro,https://www.eu-startups.com/directory/dynelectro/,Denmark,"Second generation electrolysis Power-to-X solutions We are a boutique green energy innovation firm passionately accelerating Power-to-X solutions. Through our strategic partnerships and patented green energy technologies, we lead the way to deliver clean and efficient solutions.",Copenhagen,Sustainability,Between €5 million-€10 million,2018,https://dynelectro.dk/,Active,DK,,https://www.linkedin.com/company/dynelectro/
CatchScan,https://www.eu-startups.com/directory/catchscan/,Denmark,CatchScan is a software driven platform for content creators who wants to automate protection of their copyright online.,Aalborg,SaaS,Above €25 million,2021,https://catchscan.com/,Active,DK,CatchScan is a software driven platform for content creators who wants to automate protection of their copyright online.,https://www.linkedin.com/company/catchscan/
BuildCode,https://www.eu-startups.com/directory/buildcode/,Denmark,"Buildcode is a software engineering company, with a background in the construction industry, we are specialized in developing systems for optimizing quality assurance and progress management on construction sites.",Odensee,"BigData, Real Estate",Between €1 million-€ 2.5 million,2017,https://buildcode.dk/,Active,DK,"Buildcode is a software engineering company, with a background in the construction industry, we are specialized in developing systems for optimizing quality assurance and progress management on construction sites.Our solution is based on day-to-day registrations done with the use of drone and scanning technologies for recording and processing the data related to building informatics that enable to: - minimize errors and deficiencies on the construction site, - improve communication during the construction process,- enhance the overall quality of the building.Using drones and scanners for delivering accurate and objective registrations of larger areas is one of the most effective ways of quality assurance of buildings. As a result, more errors and deficiencies can be found before they lead to failure. Our system boost overall efficiency on the construction site hence is an effective digital tool for project management helping to stay align with project budget and follow work schedule.",https://www.linkedin.com/company/buildcode/
BetterChoice,https://www.eu-startups.com/directory/betterchoice/,Denmark,"With the ever-increasing number of ecolabels in the market, it's a daunting task for consumers to differentiate the truly sustainable products from the ones that are simply jumping on the bandwagon. It's not just the consumers who are struggling - retailers, e-tailers and brands are grappling with the challenge of communicating their sustainability credentials effectively.",Denmark,Purpose,Between €100K-€500K,2023,https://betterchoice.today/,Active,DK,"With the ever-increasing number of ecolabels in the market, it's a daunting task for consumers to differentiate the truly sustainable products from the ones that are simply jumping on the bandwagon. It's not just the consumers who are struggling - retailers, e-tailers and brands are grappling with the challenge of communicating their sustainability credentials effectively. And with new EU regulatory interventions that come with hefty fines for greenwashing, the stakes are higher than ever before.BetterChoice makes life easier for retailers, e-tailers and brands. With a simple and no-nonsense communication approach, they can now articulate their commitment to sustainability with clarity and ease.Enter BetterChoice - the game-changing solution that sets itself apart from the clutter. A holistic and independent tool; BetterChoice utilises product data to create a comprehensive sustainability score that brings complete transparency to consumers. Now, no more guesswork, no more confusion - with BetterChoice, you get the full picture of a product's sustainability credentials in a snap. Empowering YOU to make the BetterChoice!",https://www.linkedin.com/company/betterchoicetoday/
ATTO 3D,https://www.eu-startups.com/directory/atto-3d/,Denmark,"ATTO3D offers versatile solutions for micro- and nanoscale fabrication at an affordable cost, without having to compromise on the quality. Through complex optics, high-end nano-positioners, and inventive designs, ATTO3D have brought the conventional photolithography system out of the clean-room and made it available as an easily accessible service. Enjoy the power of state-of-the-art nanotechnology on demand.",Kongens Lyngby,Nanotechnology,Between €1 million-€ 2.5 million,2022,https://atto3d.com/,Active,DK,"ATTO3D offers versatile solutions for micro- and nanoscale fabrication at an affordable cost, without having to compromise on the quality. Through complex optics, high-end nano-positioners, and inventive designs, ATTO3D have brought the conventional photolithography system out of the clean-room and made it available as an easily accessible service. Enjoy the power of state-of-the-art nanotechnology on demand. The idea of ATTO3D started at IDUN center of excellence at Technical University of Denmark, where the founders were challenged by a need to have local production of complex and versatile micro-containers for research purposes for the institute. Through hacking of complex but easily available optics devices, an idea took form. Using this affordable device featuring different wavelengths to cross-link photopolymers (also called resins), molding of simple structures in micro-scale resolution is possible. The design was intended to save both time and money, making an affordable in-house system with high versatility, allowing for quick prototyping in normal lab conditions. After intensive testing and optimization, a system capable of printing micro-and nanostructures in a cm-volume came to life. Knowing the capability and flexibility of the system, it was thought to be an idea too good not to bring to the world, and the endeavors of creating ATTO3D was started.",https://www.linkedin.com/company/atto3d
Alcolase,https://www.eu-startups.com/directory/alcolase/,Denmark,In Alcolase ApS we aim to change the way people think of alcohol consumption today.,Copenhagen,Health,Between €100K-€500K,2021,https://alcolase.com/,Active,DK,In Alcolase ApS we aim to change the way people think of alcohol consumption today. Is it possible to enjoy your favourite alcoholic beverage in a healthy way? We believe it should be !,https://www.linkedin.com/company/alcolase-aps/
Aerial Tools,https://www.eu-startups.com/directory/aerial-tools/,Denmark,The recent development of Vertical and Take off Landing (VTOL) products in the Unmanned Aerial System (UAS) market combines the simplicity in use of multirotor aircrafts and the aerodynamic advantages from fixed wing aircrafts.,Copenhagen,Drones,Between €1-€100K,2019,https://aerial-tools.com/,Active,DK,"The recent development of Vertical and Take off Landing (VTOL) products in the Unmanned Aerial System (UAS) market combines the simplicity in use of multirotor aircrafts and the aerodynamic advantages from fixed wing aircrafts. This new product has the potential to extend the use of UAS in remote sensing applications reducing operating costs and increasing resolution. Aerial Tools main objective is the establishment of high-tech startup focused on hardware development of VTOL UAS and its commercial applications for service companies.Aerial Tools intents to produce a VTOL platform capable of integrating a wide range of applications, standardizing the procedures previous to data extraction by service companies and research groups. The system will incorporate a plug and play payload where simplicity is the key feature. Our heavy duty and reliable VTOL supports higher payload weight, offers longer flight time and larger distances, whereas the human factor is minimized during surveys operation. The product is especially attractive for applications which need to cover long areas such as agriculture, firefighting, border surveillance or pipeline inspection",https://www.linkedin.com/company/aerial-tools-vtol/
danBots,https://www.eu-startups.com/directory/danbots/,Denmark,"First intraoral scanner for less than DKK 30,000. Introductory price: we pay the VAT!",Copenhagen,Health,Between €1-€100K,2017,http://www.danbots.com/,Active,DK,"First intraoral scanner for less than DKK 30,000. Introductory price: we pay the VAT!",
EchoVice,https://www.eu-startups.com/directory/echovice/,Denmark,Improving echocardiography images through stabilizing ultrasound probes.,Denmark,Health,Between €100K-€500K,2022,http://echovice.dk/,Active,DK,Improving echocardiography images through stabilizing ultrasound probes.,https://www.linkedin.com/company/echovice-aps/
ClientForge,https://www.eu-startups.com/directory/clientforge/,Denmark,"With ClientForge, freelancers and/or consultants can share progress and time spent to make a client feel more at ease. No more mails and phone calls asking for a status. No more guilt for forgetting to update your client.

When you keep track of time spent, you also keep the client up-to-date at the same time. One less thing to think about in a busy day with deadlines and new projects coming up.

ClientForge - making communication between freelancer and clients easier and simpler.",Koege,"SaaS, productivity, communication",No funding announced yet,2024,https://clientforge.co/,Active,DK,,
Pluto.markets,https://www.eu-startups.com/directory/plutomarkets/,Denmark,Pluto is the new Nordic investment app rebuilt from the bottom up to provide the experiences modern investors desire and deserve. Built and fully regulated in Denmark. Modern Investing for 100m Europeans. Pluto is the new nordic investment app for the modern investor. Built and regulated in Denmark. Launching July 1 st. 2024.,Copenhagen,"Financial Services, FinTech, Investment",Between €2.5 million-5 million,2021,https://pluto.markets/,Active,DK,,https://www.linkedin.com/company/pluto-markets/
Aegir Insights,https://www.eu-startups.com/directory/aegir-insights/,Denmark,"Aegir Insights is a technology-driven intelligence company serving the offshore wind sector. We leverage data science and deep industry experience to help global renewable investors make smarter decisions. Aegir Insights offers comprehensive intelligence solutions that cover more than 70 offshore wind markets, providing thematic insights and up-to-date market.",Copenhagen,"AI, ML, Power-to-X, Offshore wind",Between €5 million-€10 million,2024,https://www.aegirinsights.com/,Active,DK,,https://www.linkedin.com/company/aegir-insights/about/
Artelize,https://www.eu-startups.com/directory/artelize/,Denmark,"Artelize is a platform dedicated to the world of performing arts, offering a comprehensive range of events, performers, and works in classical music, opera, musicals, ballet, dance, and drama. It serves as a hub for both fans and professionals to explo...",Copenhagen,"Godaddy Nameserver,Marketing Automation,Image and Video Services,",Between €500K-€ 1 million,2021,https://artelize.com/,Active,DK,"Artelize is a platform dedicated to the world of performing arts, offering a comprehensive range of events, performers, and works in classical music, opera, musicals, ballet, dance, and drama. It serves as a hub for both fans and professionals to explo...Artelize is a platform dedicated to the world of performing arts, offering a comprehensive range of events, performers, and works in classical music, opera, musicals, ballet, dance, and drama. It serves as a hub for both fans and professionals to explo...",https://linkedin.com/company/artelize
proemial,https://www.eu-startups.com/directory/proemial/,Denmark,"Proemial is building an open platform that connects researchers to a larger and more diverse audience through personalized summaries of the latest research papers. The mission is to make it easy to read, discuss, understand and engage with recent discoveries, the researchers that produce them,",Aarhus,"Technology, Information and Internet",No funding announced yet,2023,https://proemial.ai/,Active,DK,"Proemial is building an open platform that connects researchers to a larger and more diverse audience through personalized summaries of the latest research papers. The mission is to make it easy to read, discuss, understand and engage with recent discoveries, the researchers that produce them, and the companies that commercialize them.",https://www.linkedin.com/company/proemial/about/
Performativ,https://www.eu-startups.com/directory/performativ/,Denmark,"Performativ revolutionizes wealth management with powerful, secure, and affordable software that redefines the advisory process and enhances the customer experience. Their suite of tools simplifies complex tasks, providing wealth managers and clients.",København,"Marketing Automation,Email Hosting Service,Tag Management,",No funding announced yet,2020,https://www.performativ.com/,Active,DK,"Performativ revolutionizes wealth management with powerful, secure, and affordable software that redefines the advisory process and enhances the customer experience. Their suite of tools simplifies complex tasks, providing wealth managers and clients.",https://www.linkedin.com/company/performativ/about/
VISO,https://www.eu-startups.com/directory/viso/,Denmark,"VISO is a multilingual and mobile-friendly platform that provides content creators with a suite of tools to enhance their work. By leveraging smart technologies for SEO and analytics, VISO enables creators to optimize their content creation process and.",Brussels,"Customer Support,Email Delivery Service,Cloud Computing Services",Between €2.5 million-5 million,2022,https://www.viso.tv,Active,DK,"VISO is a multilingual and mobile-friendly platform that provides content creators with a suite of tools to enhance their work. By leveraging smart technologies for SEO and analytics, VISO enables creators to optimize their content creation process.",https://www.linkedin.com/company/vizio/about/
Spektr,https://www.eu-startups.com/directory/spektr/,Denmark,"Welcome to spektr, where we automate your compliance journey without compromising customization. Our no-code platform offers a clear compliance perspective, simplifying ongoing due diligence through automated risk management, real-time monitoring, and personalized client renewals and alert resolution. At spektr, we're a team of compliance professionals who've lived through the very challenges you face in this industry.",Copenhagen,"Compliance, Ongoing Due Diligence, Automation, Risk Management",Between €2.5 million-5 million,2023,https://www.spektr.com/,Active,DK,,https://www.linkedin.com/company/getspektr/
Hakio,https://www.eu-startups.com/directory/hakio/,Denmark,"With our AI-powered demand forecasting platform, we help fashion and apparel companies make more accurate predictions about their future sales to optimize inventory levels.

This enables planners in the fashion industry to reduce excess inventory and free up capital to avoid stockouts and costly overstock. All things that lead to leaner costs, better product availability, and last but not least, a CFO with a smile on their face.",Aarhus,"Demand Planning, Forecasting, Demand Forecasting",Between €2.5 million-5 million,2022,https://hakio.com/,Active,DK,,https://www.linkedin.com/company/hakio-aps/
Dealflow,https://www.eu-startups.com/directory/dealflow/,Denmark,"Dealflow is the #1 invoicing platform for online entrepreneurs, providing free global transfers, instant payouts, and automated invoicing processes.Dealflow is an invoicing platform for global companies, and it is the only platform of its kind that is able to combine free global transfers, instant payouts and payment flow automation in one place.",København,"Tag Management,Godaddy Nameserver,Marketing Automation,",Between €100K-€500K,2021,https://www.dealflow.live/,Active,DK,"Dealflow is an invoicing platform for global companies, and it is the only platform of its kind that is able to combine free global transfers, instant payouts and payment flow automation in one place.Dealflow is an invoicing platform for global companies, and it is the only platform of its kind that is able to combine free global transfers, instant payouts and payment flow automation in one place.",https://www.linkedin.com/
