name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,linkedin,country
Astra Arbitrage,https://www.eu-startups.com/directory/astra-arbitrage/,Cyprus,Crypto arbitrage scanner that lets you find the best funding rate opportunities in the market.,"Astra Arbitrage democratizes access to high-profit crypto arbitrage opportunities, traditionally reserved for elite investors.
Utilizing advanced algorithms, our platform scans the market 24/7, identifying real-time arbitrage opportunities across multiple cryptocurrency exchanges (CEXs and DEXs).
Key Features:
- Continuous Market Scanning: Operates 24/7, monitoring numerous exchanges.
- Comprehensive Exchange Coverage: Wide range of exchange monitoring.
- User-Friendly Interface: Clear guidance on trading actions with direct links.
- Profit Calculation Tools: Estimate potential returns",Nicosia,"Cryptocurrency, arbitrage, investing",No funding announced yet,2024,https://astraarbitrage.com/,Active,,CY
Coldy,https://www.eu-startups.com/directory/coldy/,Cyprus,Email outreach platform,"Email software specialised for cold outreach. Tool emulates manual sending of email campaigns, which ensures high deliverability (Open rate >70%).
Coldy also has unlimited email warmup, which ensures the high reputation of your email accounts and protects them from being blocked.
Tool supports various personalisation methods that can help with building super-personalised email campaigns, as well as light-weight CRM to manage your leads.
Coldy support team provides in-depth suggestions on your campaigns and provides lots of guidance for all paid users.",Nicosia,"Sales, sales-automation,email-marketing,outreach",No funding announced yet,2023,https://coldy.ai/,Active,,CY
Movingdoors,https://www.eu-startups.com/directory/movingdoors/,Cyprus,"Modo provides designer fully furnished and equipped living spaces for business professionals, digital nomads, and families on flexible terms. PropTech Company providing key-ready apartments for stays of a month or longer. We provide designer fully furnished and equipped living spaces for business professionals.",,Limassol,"Real Estate, Leasing, Residential",Between €500K-€ 1 million,2022,https://movingdoors.com/,Active,https://www.linkedin.com/company/movingdoors/,CY
Aieden Technologies,https://www.eu-startups.com/directory/aieden-technologies/,Cyprus,We develop financial automated trading strategies that use signal processing and machine learning to deliver a differentiated growth vs. risk equation to traders and investors. We commercialise them on the cTrader Copy eCosystem - allowing us to leverage a complete regulated infrastructure of CFD brokers and IT backbone so that we can focus on the strategy and testing itself. Ultimately we believe this approach will scale to a highly capable asset management provider that offers differentiated returns for lower risk.,,Limassol,"Information Technology, Services, IAAS",Between €100K-€500K,2021,https://www.aieden.tech,Active,https://www.linkedin.com/company/aieden-technologies/,CY
Bolsterup,https://www.eu-startups.com/directory/bolsterup/,Cyprus,"Bolsterup is the first digital ecosystem that brings all the players of the construction industry together under one roof; providing a digital blueprint of completed and upcoming projects, featuring contributors, their capabilities, products, and services.","Bolsterup is revolutionizing the construction industry with a B2B SaaS platform that centralizes project data, connecting professionals, teams, and products. Our current model is based on annual subscription fees with tiered pricing (more revenue streams to be added in the future), catering to various business sizes. We leverage AI-driven matchmaking and a unique verification/referral system for organic growth. Already at €35k+ ARR, just one month after launch and with customers in three countries (Cyprus, Greece and the UAE), we are set for rapid expansion, filling a critical gap in a market ripe for digital transformation. Our platform is a game-changer, making collaboration and opportunity discovery in construction more efficient and transparent than ever.",Nicosia,"Construction, Collaboration, Design, B2B, Enterprise",Between €100K-€500K,2023,https://www.bolsterup.co/,Active,https://www.linkedin.com/company/bolsterup/,CY
Mind Body Baby,https://www.eu-startups.com/directory/mind-body-baby/,Cyprus,"Mind Body Baby is a wellness center and store providing holistic infant and toddler services for health, wellness, and development.","Mind Body Baby is a new world for infant health, wellness and development, Victoria Massia creator and founder has
spent the last decade perfecting every aspect of the first critical 1001 days of life free of toxins and traumas, having experience personal traumas with her first and 2nd born babies. Her specialized ecofriendly hygienic and sterile operation offers water floatation, water safety and special needs development, infant massage, playgroups, nutritional meals and guidance, natural and effective products and clothing for the whole family, educational courses and toys, stimulation/fitness classes and extensive charity events and operations giving back to the community. Giving families an opportunity to create the Mind Body Baby lifestyle at home exploring natural regeneration and preventative maintenance in everyday living, while having our village to support us raise our children.",Limassol,"Child Care, Learning & Development, Emergency Care, B2C",Between €100K-€500K,2021,https://www.mindbody.baby/,Active,https://www.linkedin.com/company/mind-body-baby/,CY
Getscreen.me,https://www.eu-startups.com/directory/getscreenme/,Cyprus,"Getscreen.me is a cloud-based software providing a remote access from the browser. Connection is performed via a link without installing additional programs. The software has integrations with Telegram, Google Chrome, API etc.",,Limassol,"Technology, Information, Internet, Software",Between €100K-€500K,2019,https://Getscreen.me,Active,https://www.linkedin.com/company/getscreen/,CY
Emery,https://www.eu-startups.com/directory/emery/,Cyprus,"Emery is an innovative English-learning environment. We are Innovative in combing the unique educational video-streaming service, e-Learning solution for studying English and a platform for live communication with language instructors. We have crafted for our customers the optimal studying mix, which combines asynchronous learning and developing language speaking skills through the conversations with native English speakers.",,Paralimni,"Education, E-Learning, Skills",Between €500K-€ 1 million,2022,https://emery.world/,Active,https://www.linkedin.com/company/emery-world/,CY
Treedia,https://www.eu-startups.com/directory/treedia/,Cyprus,"At Treedia, we believe that businesses can do good while also making a profit. We are a profit-for-purpose company that is committed to making a positive impact on the environment. With our digital billboard screens, we offer businesses an innovative way to reach their audience while also contributing to a better future for our planet.

- Every month, we plant an area of land with trees, equivalent to the size of all of our digital billboard screens combined.

- Every year, thanks to theBreath® technology, each of our digital billboards on average can absorb pollution equivalent to the usage of 5000 petrol cars.",,Nicosia,"Digital Billboards, DOOH, Marketing, Technology",No funding announced yet,2022,www.treedia.cy,Active,,CY
THREATINT (CYPRUS) LTD,https://www.eu-startups.com/directory/threatint-cyprus-ltd/,Cyprus,Defending businesses against cyber attacks,"THREATINT is a privately held company based in Cyprus (EU) founded in 2019. We offer Cyber Threat Intelligence, Cyber Security Services, and Consulting for organisations of all sizes.","Kiti, Larnaca","threatlintelligence,osint,ybersecurity",No funding announced yet,2019,https://www.threatint.com,Active,https://www.linkedin.com/company/threatint-eu,CY
EFEVRE TECH LTD,https://www.eu-startups.com/directory/efevre-tech-ltd/,Cyprus,"EFEVRETECH is revolutionizing the field of laboratory automation with our fully autonomous, GPT4-enabled AMGEL device. By addressing the everyday benchwork challenges faced by Life-Science laboratories, we empower researchers to eliminate human errors and generate more accurate data. With a vast market potential, strategic growth plans, and the ability to make a significant impact on scientific progress, EFEVRE TECH is at the forefront of innovation in laboratory automation.","At EFEVRE TECH, we understand the challenges faced by Life-Science laboratories in achieving accurate and reliable results. Human handling inconsistencies generate a staggering 70% of false data in published research. This not only hampers scientific progress, but also wastes valuable time and resources.
Unlike competitive products that are task-specific and used infrequently, EFEVRE TECH is developing a groundbreaking robotic system. Our fully autonomous AMGEL device, powered by GPT4 technology, revolutionizes laboratory automation. It offers the capability to perform multiple different procedures with unmatched precision and efficiency. Our solution is set to transform the way Life-Science laboratories operate by providing a comprehensive and versatile automation solution.
With a potential market of 88,000 laboratories globally and a staggering $70 billion market size for laboratory automation, EFEVRE TECH is poised for significant growth. By offering the most advanced and fully autonomous AMGEL device in the market, we aim to capture a substantial share of this growing market. 
The impact of EFEVRETECH's fully autonomous AMGEL device goes beyond mere automation. By eliminating human handling inconsistencies, we enhance the reliability and integrity of scientific research. Researchers can rely on our technology to generate accurate and reproducible results, leading to advancements in various fields of life sciences. Our solution saves time, reduces human-handling errors, and allows scientists to focus on critical analysis and innovation.
To accelerate our R&D efforts, conduct Proof of Concept (PoC) with leading research facilities, and successfully go-to-market, we are currently raising €2.5 million. This funding will support the completion of our fully autonomous device, enabling us to showcase its capabilities through PoC partnerships. Our strategic sales and marketing initiatives will aim to sell four machines in 2024 and rapidly scale up to 400 machines by 2027. These milestones will position us for an IPO by 2030, ensuring long-term growth and sustainability.","Larnaca, Cyprus","Innovative, Autonomous, Revolutionary, Versatile",No funding announced yet,2018,www.efevre.com,Active,https://www.linkedin.com/company/efevre-tech-ltd/,CY
Cadmos,https://www.eu-startups.com/directory/cadmos/,Cyprus,CADMOS is a fintech which uses blockchain technology to disintermediate capital markets and cross-border payments globally.,"Cadmos is a financial technology company that utilizes blockchain technology to streamline operations in capital markets, facilitate cross-border payments, and increase financial accessibility worldwide. It aims to remove intermediaries from financial transactions, offering a more direct and efficient pathway for financial activities through its three primary offerings: Cadmos.Finance, Cadmos.Pay, and Cadmos.IO.
Cadmos.Finance stands as a key offering, providing a robust infrastructure for the digital transformation of private markets, asset management, and fundraising efforts. The platform combines the use of smart contracts and a scalable tokenization framework to ensure secure, transparent, and efficient transactions. By automating processes and maintaining a secure shareholder registry, Cadmos.Finance simplifies the creation, management, and distribution of tokenized assets. This process notably increases the liquidity of assets that are traditionally less liquid, thereby enhancing their accessibility and attractiveness to investors. The platform is designed to support the entire lifecycle of an offering, integrating features for investor CRM, KYC compliance, and corporate actions seamlessly.
An important function of Cadmos.Finance is its capability to efficiently manage Initial Coin Offerings (ICOs) and similar fundraising activities. It enables issuers to directly engage with potential investors in a streamlined manner, significantly optimizing the capital-raising process. The enhanced liquidity and automation provided by the platform make it a compelling option for entities seeking to leverage digital assets for fundraising.
Cadmos.Pay complements the ecosystem by offering a blockchain-based wallet for remittances, payments, and investments, specifically designed to serve unbanked and underbanked populations. It uses Account Abstraction technology to deliver a user experience similar to that of modern digital banks, while operating entirely on a blockchain backend. This approach ensures rapid, cost-effective, and peer-to-peer transactions. Furthermore, Cadmos.Pay's integration with Cadmos.Finance allows for the efficient distribution of tokenized offerings to its users, facilitating a seamless financial experience.
Cadmos.IO rounds out the company's offerings by providing a full-stack solution tailored to the needs of the digital asset sector, supporting the broader infrastructure requirements of blockchain-based financial services.",Limassol,"Blockchain, Fintech, Tokenization, Financial Inclusion",No funding announced yet,2021,www.cadmos.finance,Active,https://www.linkedin.com/company/cadmosam,CY
"Placy, AI Real Estate Assistant",https://www.eu-startups.com/directory/placy-ai-real-estate-assistant/,Cyprus,"Placy is an AI assistant for selling/buying property + valuation, scheduling, agreement drafting, and more, right on WhatsApp/Telegram. And a Platform where AI Assistants team up with Real Estate Professionals

Technically there are two products. Placy is a free assistant. Placy Pro is a white label SaAS b2b tool for real estate pros. Integrates ChatGPT's AI with our specialized language models, trained on the property topics, for a seamless hyper-personalized experience based on metadata insights",,Limassol,"PropTech, AI Assistant, Property, Real Estate",Between €100K-€500K,2023,https://placy.ai,Active,https://www.linkedin.com/company/placy-ai,CY
Latenode.com,https://www.eu-startups.com/directory/latenode.com,Cyprus,"Latenode is a no-code integration and workflow automation platform designed to facilitate the interaction and automation between various services with APIs. It offers both no-code solutions and the option for custom coding, allowing for flexibility and customization in automation processes. The platform is suitable for a diverse range of industries, including advertising, marketing, and development tools. Latenode emphasizes easy API integration, AI assistance for efficient API utilization, and customizable logic for software interactions, catering to business owners, HR, sales, marketing, and IT professionals.","Latenode is an innovative no-code integration and workflow automation platform, revolutionizing the way businesses and professionals automate and streamline their processes. It empowers users, regardless of their technical expertise, to effortlessly connect various services with APIs. This platform stands out for its blend of no-code simplicity and the flexibility of custom coding, making it an ideal choice for a wide range of industries such as marketing, advertising, and software development.
At its core, Latenode simplifies API integration, ensuring that even those without coding skills can leverage the power of automated workflows. It utilizes AI assistance to optimize API utilization, making the process more efficient and user-friendly. The platform's customizability allows users to tailor software interactions according to their unique business needs.
Latenode's client base includes business owners, HR professionals, sales and marketing teams, and IT experts, all benefiting from its streamlined approach to automation. To cater to various needs and scales, Latenode offers multiple pricing plans, including options for individual users, teams, and larger enterprises. Moreover, the platform provides a free trial, inviting users to experience its capabilities firsthand.
The essence of Latenode lies in its vision to democratize automation, making it accessible and manageable for a diverse audience. Its user-friendly interface, combined with powerful backend technology, positions Latenode as a key player in the no-code automation space, offering innovative solutions to everyday business challenges.",Paphos,"nocode, lowcode, automation, workflows",No funding announced yet,2022,https://latenode.com/,Active,https://www.linkedin.com/in/oleg-zankov/,CY
XRAYTOURS,https://www.eu-startups.com/directory/xraytours/,Cyprus,"XRAYTOURS startup creates 3D models of historical monuments in augmented reality for use in educational, cultural, and entertainment contexts. We use historical research and 3D modeling software to create accurate and realistic replicas of the monuments, which are then integrated into an AR application for an immersive and interactive user experience. We target cultural organizations, tourism companies, educational institutions, and the general public as potential customers. Our revenue model includes licensing, fees, and advertising opportunities.​",,Pafos,"AR, historical heritage, 3D",No funding announced yet,2023,www.xraytours.com,Active,,CY
Derelikt,https://www.eu-startups.com/directory/derelikt/,Cyprus,"At Derelikt, we specialize in the eco-friendly recycling of plastic waste, transforming it into construction blocks for building homes and customizable components for children's playgrounds, along with a diverse range of plastic products. 

Our mission is to establish a closed-loop manufacturing process that not only eliminates waste but also provides sustainable building solutions. We're committed to promoting a greener construction industry and circular economy through our innovative recycling technology and environmentally conscious products.","Derelikt is an innovative startup born from the vision to tackle Cyprus's costly plastic waste management and high electricity prices. Observing the abundance of plastic litter and the ample land available for development, with predominantly two-story buildings, I saw an opportunity for sustainable growth.
Our core operation at Derelikt focuses on collecting and recycling plastic waste—we're even prepared to incentivize the process by paying individuals for their plastic contributions. Additionally, we are partnering with the government to process state-collected waste, offering a more cost-effective solution than current practices.
Our recycled plastic is then transformed into a variety of new products using mold presses, which we sell to generate revenue. A key innovative process we've implemented is extrusion, allowing us to create construction blocks that are ten times stronger and more durable than traditional materials, and houses built from recycled plastic are twice as affordable, due to the speed of construction. These blocks are weatherproof, resistant to decay, and do not support insect infestation, making them an revolutionary eco-friendly alternative in the building sector.
Further pushing the boundaries, we incorporate our recycled plastic into industrial 3D printers (our Ukrainian partners) that are capable of constructing homes, creating an even more efficient building process.
Beyond plastic, we're also venturing into textile recycling, repurposing old clothing to create new, sustainable garments. Derelikt is not just a business, but a revolution in sustainable living, creating a closed-loop systems, building a future where waste is a resource, and eco-friendly housing is accessible to all.",Paphos,"Recycling innovation, waste management, sustainable construction, eco-friendly materials",Between €1-€100K,2023,-,Idea Stage,https://www.linkedin.com/in/denmanu/,CY
Miden,https://www.eu-startups.com/directory/miden/,Cyprus,"miden provides all individuals and businesses the opportunity to become net zero, through global innovation and sustainable use of blockchain technology. A true zero first Company.

Take a deep breath, it is still free, do not focus on the tree but on the forest, and join us on our journey to reconnect humanity with nature by embracing technology that paves the road towards greener societies.","Miden was created to establish the real value of nature preservation and care. Our holistic approach, arising from our vision of reconnecting humanity with nature using technology, aims to assist businesses and individuals in generating and realising the value arising from positive environmental behaviour. 
Through our technology platform, we provide the ability to all our users to sponsor the plantation of trees with a unique digital certificate being issued for each tree, and collectively calculate and monitor the CO2 absorption on a real-time basis. We invite businesses to embrace ESG principles and CSR initiatives, not only for the betterment of the planet but also for the creation of enduring value, enhanced stakeholder relations, innovation, regulatory compliance, and transparent communication.
Our objectives of creating a sense of responsibility, educating the public and giving the tools to act immediately towards the establishment of greener societies, generate a positive feedback loop in improving the sustainability of our actions. Together, let us build a sustainable future where people, businesses and nature thrive in harmony.",Nicosia,"ESG, Blockchain, Sustainability",No funding announced yet,2023,https://www.miden.earth/,Active,https://www.linkedin.com/company/midenearth/,CY
Studio 3DX,https://www.eu-startups.com/directory/studio-3dx/,Cyprus,A 3D visualisation platform that empowers architects and 3D designers to present their projects in real-time interactive 3D spaces on the web.,"Studio 3DX excels in technical problem-solving, addressing issues like model optimisation, reflections, and lights to enhance overall rendering quality. It has 10 times faster uploading time that competitors, offers easy sharing of the models on the web and conference call tools within the 3D space for live feedback and reviews.",Limassol,"3D, rendering, visualisation",No funding announced yet,2021,https://www.studio3dx.com/,Active,https://www.linkedin.com/company/studio3dx/,CY
Enigma081 Limited,https://www.eu-startups.com/directory/enigma081-limited/,Cyprus,"Enigma081 Marketing Management is your strategic partner in navigating the dynamic landscape of regulated financial industries. With a commitment to excellence and a deep understanding of the intricacies within the financial sector, we at Enigma081 take pride in offering comprehensive marketing, sales, and business development services tailored specifically for regulated financial companies.",,Limassol,enigma081,Between €100K-€500K,2018,https://www.enigma081.eu/,Active,https://cy.linkedin.com/company/enigma081,CY
Correctify,https://www.eu-startups.com/directory/correctify/,Cyprus,"Correctify is an AI tool for proofreading restaurant menus in minutes.  It stands out for its ability to proofread any restaurant menu and provide suggestions on dishes, ingredients, culinary terms and brand names.

Simply upload your PDF document and Correctify will highlight all your mistakes and provide suggestions in no time.",,Limassol,"proofreading, AI, hospitality, restaurant menus",No funding announced yet,2023,https://www.correctify.com.cy/,Active,https://linkedin.com/company/correctify-cy/,CY
Techbrand.io,https://www.eu-startups.com/directory/techbrand-io/,Cyprus,"We are a web development agency that specializes in creating beautiful and effective websites. We love working with businesses of all sizes to create websites that not only look great, but also help them achieve their business goals. We are passionate about web development and we believe that it is one of the most powerful tools a business can use to grow and succeed. We are dedicated to helping our clients harness the power of the internet and use it to their advantage.",,Limassol,"Digital Marketing, SEO, Web Development, eCommerce experts, Web App Development, Custom Websites",No funding announced yet,2016,https://techbrand.io,Active,https://www.linkedin.com/company/techbrand-io,CY
Bennupay â Payment Orchestration,https://www.eu-startups.com/directory/bennupay-payment-orchestration/,Cyprus,"Bennupay is a cutting-edge payment orchestration platform headquartered in Cyprus. At Bennupay, they are committed to revolutionizing the world of digital payments by offering a comprehensive suite of services that cater to the evolving needs of businesses, large and small. The orchestration platform is PCI DSS Level 1 compliant, ensuring the highest level of security for all transactions.","Bennupay is a forward-thinking fintech company headquartered in Cyprus, poised at the intersection of cutting-edge technology and the ever-evolving landscape of digital payments. With a commitment to redefining the way businesses and consumers transact in the digital age, Bennupay has established itself as a trusted partner for enterprises seeking to optimize their payment processes, enhance user experiences, and unlock new avenues of growth.
Our Mission:
At Bennupay, our mission is clear: to empower businesses, large and small, with the tools and solutions they need to thrive in the digital era. We believe that by providing a comprehensive suite of payment orchestration services, we can transform the way transactions are conducted, making them more secure, efficient, and user-friendly.
Key Offerings:
Payment Orchestration: Our platform offers a robust and agile payment orchestration solution designed to streamline and simplify the often complex world of digital payments. Whether it's online retailers, subscription-based businesses, content creators, or gaming platforms, Bennupay ensures that payments are seamlessly managed and optimized to enhance conversion rates and customer satisfaction.
State-of-the-Art Security: In a world where data breaches and cyber threats are constant concerns, Bennupay is committed to safeguarding the integrity of all transactions. Our platform is PCI DSS Level 1 compliant, the highest level of security certification in the industry. This ensures that all financial data is handled with the utmost care and diligence.
Global Reach: Cyprus, our strategic base within the European Union, provides a gateway to serve businesses across Europe and around the world. Bennupay's platform is equipped to handle international transactions, making it an ideal partner for businesses looking to expand their reach and tap into new markets.
Cutting-Edge Technology: We are relentless in our pursuit of innovation. Bennupay leverages the latest advancements in technology, including artificial intelligence for fraud detection, real-time analytics for data-driven insights, and seamless integrations with leading payment gateways. Our commitment to staying ahead of the curve ensures that our clients always have access to the most advanced payment solutions.
Target Sectors:
Bennupay specializes in serving a diverse array of industries, including but not limited to:
E-commerce: We understand the unique payment challenges faced by online retailers and have tailored our solutions to optimize the checkout experience, reduce cart abandonment, and increase revenue.
Digital Content: Content creators and publishers benefit from our platform's ability to handle microtransactions, subscription models, and content monetization, ensuring fair compensation for their work.
Online Gaming: The gaming industry demands fast, secure, and user-friendly payment solutions. Bennupay facilitates in-game purchases, virtual currency transactions, and more for an immersive gaming experience.
Trading Platforms: In the fast-paced world of trading, reliable and lightning-fast payment processing is a must. Bennupay enables trading platforms to execute transactions with precision and efficiency.",Nicosia,"payment processing, merchant accounts, online payments",No funding announced yet,2023,www.bennupay.io,Active,https://www.linkedin.com/company/31396096/,CY
Travelnaut,https://www.eu-startups.com/directory/travelnaut/,Cyprus,"Travelnaut is a travel tech company aiming to revolutionize the global travel industry by combining the computational power of AI with human expertise to create personalized, immersive, and enriching travel experiences for travelers around the world.","Travelnaut is the world's largest and most comprehensive AI-driven travel information hub, expertly blending cutting-edge technology with human curation to deliver an unparalleled depth of information and resources for any type of journey. It provides travelers with meticulously crafted itineraries for single or multiple days, including diverse attractions, food suggestions, local language tips, weather insights, transportation options, and packing advice, all in one place.
Designed with the modern traveler in mind, Travelnaut's user-friendly interface allows for swift navigation and a visually appealing browsing experience on desktop and mobile devices. The platform’s seamless integration with external sources ensures information accuracy and relevance at any given time.
At Travelnaut, we believe that travel is more than just visiting new places; it's about discovering cultures, forging connections, and creating lasting memories. Our commitment to content excellence ensures you'll have all the tools and support you need to embark on your next adventure with confidence and excitement.",Nicosia,"AI, travel, technology, platform",No funding announced yet,2023,https://travelnaut.com,Active,,CY
INFOCOIN,https://www.eu-startups.com/directory/infocoin/,Cyprus,"""Earn online by watching ads or promoting""","""But intrusive advertising is the past! Infocoin — is the information space of the future. The platform has completely revolutionised the commercial information market and created fair and equally favourable conditions both for an advertiser and a viewer. The platform was designed to ensure that advertisers worldwide can easily place their video ads on it and are assured the users would watch it from start to finish with the highest level of attention and involvement.""",Limassol,"All, Marketing, B2C",No funding announced yet,2023,https://www.infocoin.online/,Active,https://www.linkedin.com/company/infocoinworld,CY
Rewards.de,https://www.eu-startups.com/directory/rewards-de/,Cyprus,"Rewards.de rewards users for completing every day tasks, like playing games, answering simple questions or shopping online. Start testing websites & games, share your opinion in surveys and use cashback when shopping online. €640+ available in online tests immediately after registration, plus countless surveys & hundreds of cashback shops.",,Maroni,"Analytics, App Marketing, Big Data, Digital Marketing",Between €1-€100K,2023,https://www.rewards.de,Active,,CY
Uitrial,https://www.eu-startups.com/directory/uitrial/,Cyprus,Uitrial is a gameplay analysis and processing company that drives value for the gaming business.,,Limassol,"Developer Tools, Product Research",No funding announced yet,2023,https://uitrial.com,,,CY
StepTwo,https://www.eu-startups.com/directory/steptwo/,Cyprus,"StepTwo is a payment software that enables businesses to accept card payments. STEPTWO is committed to providing its clients with the highest quality of technical support and service. By leveraging our vast expertise and state-of-the-art technology, we guarantee timely delivery and an exceptional customer experience from day one.",,Paphos,"Credit cards, payments, financial services",No funding announced yet,2023,http://www.steptwo.com.cy,,,CY
easyBoat,https://www.eu-startups.com/directory/easyboat/,Cyprus,"easyBoat We are a boat price comparison website for yacht rentals, giving you the chance to compare various boat costs from a variety of boat owners and brokers across the world in order to save money and time. The simple brand makes it easy and affordable to book a yacht charter, especially for first-time yacht charterers, while giving more seasoned charterers and sailors confidence in their decision-making. The client who chooses to take a vacation at sea—often referred to as a ""yachtie""—is the target market for easyBoat.com. Families, gatherings of friends, romantic partners, or business travellers may be among them.",,Nicosia,"Sailing, Yachting, Booking Boats, Yacht Rentals, Tourism, Travel, Luxury Travel, Affordable Travel",No funding announced yet,2022,https://easyboat.com/,,,CY
Wattz,https://www.eu-startups.com/directory/wattz-2/,Cyprus,"Wattz is a Renewable Energy Generation tokenization platform that uses blockchain technology and the Ethereum network to tokenize Renewable Energy Generation farms and divide them into multiple Wattz Arrays. The Wattz Arrays, are blockchain tokens that are created during the tokenization and represent fractional interest in Wattz Farms. 

Wattz is here to simplify and safeguard the process of investing in renewable energy projects throughout the globe for end users and to speed up the development process of new renewable energy projects via tokenization.","Wattz was founded in 2022 and leverages innovative technologies to advance sustainable energy in the world through blockchain technology. 
Wattz is a Renewable Energy Generation tokenization platform that uses blockchain technology and the Ethereum network to tokenize Renewable Energy Generation farms and divide them into multiple Wattz Arrays. The Wattz Arrays, are blockchain tokens that are created during the tokenization and represent fractional interest in Wattz Farms. 
Wattz is here to simplify and safeguard the process of investing in renewable energy projects throughout the globe for end users and to speed up the development process of new renewable energy projects via tokenization. 
With the tokenization of Renewable Energy Generation farms, Wattz enables everyone interested in accelerating the transition towards sustainability to invest in renewable energy projects around the world and earn monthly rewards backed by green energy. Wattz identifies schools, businesses, and other organizations that are interested in transitioning to renewable energy, but lack the financial resources to do so. 
Lastly, Wattz offers its tokenization services to anyone that owns Renewable Energy Generation farms and would like to leverage blockchain technology to tokenize their assets.
Our financial product is an innovative solution that uses the power of the people to increase the development of renewable energies and will allow for all users to enjoy the environmental, social and economic benefits of Renewable Energy Generation farms in an affordable way.",Nicosia,"Blockchain, Renewable Energy, Sustainability, technology",No funding announced yet,2022,https://wattz.org,,,CY
Peech,https://www.eu-startups.com/directory/peech/,Cyprus,Peech reads any text with high-quality voices. It is a mobile apps focused on providing better ways to consume the content.,,Nicosia,"App, Tech, VoIP",No funding announced yet,2022,https://peechapp.co,,,CY
Crowdbase,https://www.eu-startups.com/directory/crowdbase-2/,Cyprus,"The first investment-based crowdfunding platform in Cyprus for startups, innovative SMEs and socially impactful real estate projects.",,Nicosia,"Crowdfunding, investing, fundraising, marketplace",Between €100K-€500K,2022,https://www.crowdbase.eu/,,,CY
Quarkly,https://www.eu-startups.com/directory/quarkly/,Cyprus,"Quarkly is a SaaS that focuses on creating websites and web apps with custom design using React.js Quarkly was founded in January 2022 with a headquarter in Limassol, Cyprus. Quarkly is a mix of a graphic editor, website builder, and classic IDE. Developers can introduce custom components to the system, web designers — manage them visually on the canvas.",,Limassol,"SaaS, Web Apps, Web Design, Internet",No funding announced yet,2022,https://quarkly.io/,Active,https://www.linkedin.com/company/quarkly,CY
Profitechnics Systems,https://www.eu-startups.com/directory/profitechnics-systems/,Cyprus,"Profitechnics is a game developer creating products in immersive AI-generated gaming co-founded by Embria venture builder. We work hard to create games that influence people's lives and follow 3 key principles: people-driven workflow, result-oriented work, and data-driven development. All our games are LGBT+ friendly.",,Limassol,"Computer Games, Online Games, App",No funding announced yet,2022,https://www.profittechnics.com,Active,https://www.linkedin.com/company/profitechnics-systems-ltd,CY
PLATMA,https://www.eu-startups.com/directory/platma/,Cyprus,PLATMA is the next era of Low/No Code Development Platforms evolution that is grounded on the real Declarative Programming approach. Use simple English as a universal coding language in conjunction with Visual Templates to build a software solution. It's as easy as assembling puzzle pieces. Having experience in programming is not necessary!,,Nicosia,"IT, Software, Web Development",Above €25 million,2022,http://platma.com/,Active,https://www.linkedin.com/company/platma,CY
Papaya,https://www.eu-startups.com/directory/papaya-2/,Cyprus,"Connecting creators and fans on the blockchain. Earn more with instant, secure payouts in crypto. Papaya - webcam platform on blockchain for connecting with fans.",,Limassol,"Entertainment Providers, Blockchain, Video Streaming, Cryptocurrency",No funding announced yet,2022,https://papaya.land,Active,https://www.linkedin.com/company/papayaland,CY
Oktet,https://www.eu-startups.com/directory/oktet/,Cyprus,"Empowering the digital ecosystem with transparent, sustainable and industrial-scale mining operations around the world. Trusted and verified blockchain mining marketplace. Empowering the digital ecosystem with transparent, sustainable and industrial-scale mining operations around the world.",,Limassol,"Blockchain, IT, IT Infrastructure",No funding announced yet,2022,http://oktet.io,Active,https://www.linkedin.com/company/oktetblockchain/about/,CY
MHV GROUP,https://www.eu-startups.com/directory/mhv-group-2/,Cyprus,"MHV GROUP is a hospitality and real estate investment that focuses on risk-adjusted and value-appreciating assets. MHV GROUP was founded in 2022 and was headquartered in Limassol, Pyrgos. MHV Mediterranean Hospitality Venture Limited acquires, repositions, and manages prime real estate assets in exclusive locations across the hospitality, residential and commercial sectors in Cyprus and abroad.",,Limassol,"Hospitality, Property Management, Real State",No funding announced yet,2022,https://www.mhvgroup.com,Active,https://www.linkedin.com/company/mhvgroup/,CY
HostHero,https://www.eu-startups.com/directory/hosthero-2/,Cyprus,"HostHero is the best way for Airbnb Hosts to get the most out of their rental business so they can grow faster, earn more, and stress less. Our mission is to empower them to get the most out of their business. We do this by providing them with the unique combination of our smart, fully digital platform and trusted experts and professional partners to let them take full control of their vacation rental business and make it easier to manage everything they need to with some of the lowest rates in the industry while giving them an incredible value.",,Larnaca,"Real State, Hospitality, Property Management, Vacational Rental",Between €100K-€500K,2022,https://www.hosthero.me,Active,,CY
Geozo,https://www.eu-startups.com/directory/geozo/,Cyprus,Geozo is your revenue booster. Native ads high performing tool to achieve your business goals. The combination of our expertise with the efficiency of our ad format guarantees rapid growth for your income. Unobtrusive advertising which provides interesting and relevant content is the future.,,Limassol,"Advertising Services, AdTech, Ad Network, Affiliate Marketing",No funding announced yet,2022,https://geozo.com/,Active,https://www.linkedin.com/company/geozo-international-platform-for-native-advertising/,CY
